COUNTRY,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT,FREQUENCY,SCALE,BOP_ACCOUNTING_ENTRY
Germany,"Reserve assets, Total financial assets/liabilities",2002-Q3,-85.5863818181806,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2002-Q4,-897.427524999999,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2003-Q1,1604.34145238096,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2003-Q2,-1711.5466854838,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2003-Q3,844.695215151511,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2003-Q4,-1410.137321875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2004-Q1,-256.193625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2004-Q2,408.362090476178,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2004-Q3,-1916.07699393943,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2004-Q4,-48.0141151515156,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2005-Q1,237.344716129024,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2005-Q2,-1549.02604615388,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2005-Q3,955.198309090899,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2005-Q4,-2276.95344375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2006-Q1,-1300.89026461534,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2006-Q2,-461.775382258066,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2006-Q3,-1075.5066030769,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2006-Q4,-827.341323809556,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2007-Q1,-131.05859375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2007-Q2,1832.12050645159,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2007-Q3,476.718743076913,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2007-Q4,-945.9409015625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2008-Q1,1744.70775806457,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2008-Q2,1388.8069125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2008-Q3,-2453.1870454545,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2008-Q4,2087.635275,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2009-Q1,-418.218161904756,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2009-Q2,-55.8907370967734,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2009-Q3,13700.8872409086,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2009-Q4,-840.949610769244,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2010-Q1,900.273066666643,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2010-Q2,1017.87138571429,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2010-Q3,-444.117551515154,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2010-Q4,687.284466666668,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2011-Q1,1905.6087640625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2011-Q2,630.309114285712,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2011-Q3,902.717236363617,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2011-Q4,493.424615625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2012-Q1,1262.32262307695,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2012-Q2,985.412724193521,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2012-Q3,73.7644323076914,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2012-Q4,-640.5667125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2013-Q1,113.574096774197,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2013-Q2,94.0486857142824,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2013-Q3,-1039.48034848486,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2013-Q4,1992.4742625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2014-Q1,-773.841936507911,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2014-Q2,-836.354274193572,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2014-Q3,440.085618181822,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2014-Q4,-2152.163671875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2015-Q1,-23.6490000000009,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2015-Q2,-513.950999999984,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2015-Q3,-1617.45075,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2015-Q4,-297.913649230778,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2016-Q1,1353.25203870962,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2016-Q2,859.348127692319,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2016-Q3,-291.440113636367,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2016-Q4,-46.3946484375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2017-Q1,-383.326892307684,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2017-Q2,424.3202983871,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2017-Q3,178.54036923077,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2017-Q4,-1702.49974285712,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2018-Q1,859.220785714296,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2018-Q2,-445.617438095247,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2018-Q3,-573.31045846152,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2018-Q4,639.191,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2019-Q1,-71.5535999999982,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2019-Q2,498.9228,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2019-Q3,-388.067906060597,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2019-Q4,-637.6932,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2020-Q1,146.6539046875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2020-Q2,267.643335483869,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2020-Q3,-1491.52993333333,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2020-Q4,1011.57789538465,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2021-Q1,463.866333333326,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2021-Q2,69.9389777777752,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2021-Q3,36777.3339287884,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2021-Q4,285.88143939395,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2022-Q1,2467.705625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2022-Q2,635.597471428583,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2022-Q3,789.457115151511,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2022-Q4,862.33834375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2023-Q1,240.353378461549,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2023-Q2,1193.19221935488,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2023-Q3,-859.866384615415,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2023-Q4,381.661626984136,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2024-Q1,410.427599999999,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2024-Q2,803.231225396855,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2024-Q3,-977.527454545495,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Reserve assets, Total financial assets/liabilities",2024-Q4,-1788.062175,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",1999-Q1,43585.9311428577,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",1999-Q2,-8406.68049538455,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",1999-Q3,32348.2816666677,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",1999-Q4,5771.25433846162,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2000-Q1,30823.6752584613,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2000-Q2,16186.326024194,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2000-Q3,24871.4267307704,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2000-Q4,8765.50452380963,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2001-Q1,75820.0064187501,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2001-Q2,-8325.56429354854,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2001-Q3,41495.5205538477,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2001-Q4,-3040.61456507949,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2002-Q1,21992.0598709666,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2002-Q2,53223.4202063515,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2002-Q3,65841.5051575748,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2002-Q4,19697.434875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2003-Q1,98673.9747190481,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2003-Q2,61325.6843951589,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2003-Q3,-1312.59562727272,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2003-Q4,19388.7936828125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2004-Q1,76375.69365,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2004-Q2,-30833.1447428562,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2004-Q3,94971.6759515168,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2004-Q4,45334.4084545459,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2005-Q1,95107.0437354804,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2005-Q2,42998.6961738472,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2005-Q3,40746.5884060602,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2005-Q4,-16198.9313109375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2006-Q1,105004.207163074,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2006-Q2,72785.6145435486,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2006-Q3,35578.370092307,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2006-Q4,41360.6227222238,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2007-Q1,95706.8486718749,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2007-Q2,163569.669645159,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2007-Q3,127227.577403074,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2007-Q4,76270.6499359375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2008-Q1,201081.687525813,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2008-Q2,-6147.3061875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2008-Q3,111248.269954544,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2008-Q4,-85894.8571828125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2009-Q1,-78716.2146603164,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2009-Q2,40428.0875629026,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2009-Q3,-110737.038518178,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2009-Q4,3527.85012461544,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2010-Q1,24532.7867936502,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2010-Q2,100273.674376191,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2010-Q3,69849.1043303034,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2010-Q4,-37782.9881606061,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2011-Q1,-6031.4637765625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2011-Q2,68235.998338095,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2011-Q3,225747.118836359,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2011-Q4,-93251.859734375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2012-Q1,245770.151161543,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2012-Q2,111675.837338706,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2012-Q3,-29585.7885784612,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2012-Q4,-110288.9902125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2013-Q1,-54379.5416612918,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2013-Q2,-13042.7239841265,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2013-Q3,-71122.9668757583,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2013-Q4,-88383.3818859374,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2014-Q1,32065.8184380942,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2014-Q2,49934.4633870982,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2014-Q3,26670.2489090911,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2014-Q4,-47921.2611328125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2015-Q1,155842.405428577,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2015-Q2,-69588.9653999978,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2015-Q3,43506.64605,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2015-Q4,-119214.746876926,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2016-Q1,80454.580490319,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2016-Q2,124395.440733848,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2016-Q3,535.981818181824,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2016-Q4,-6938.6973046875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2017-Q1,162738.237738458,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2017-Q2,-2908.52277258067,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2017-Q3,5911.80051538466,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2017-Q4,-19438.6381428569,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2018-Q1,93970.9737142868,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2018-Q2,55006.3493238106,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2018-Q3,-1130.34029538458,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2018-Q4,18382.4483125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2019-Q1,52552.1439999987,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2019-Q2,38650.7852,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2019-Q3,-18274.7737424238,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2019-Q4,-118329.7302125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2020-Q1,209409.646623437,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2020-Q2,47235.1937677417,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2020-Q3,168810.562995454,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2020-Q4,-53389.3635446171,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2021-Q1,168472.637723807,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2021-Q2,62824.4955555532,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2021-Q3,7718.77247878798,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2021-Q4,201682.494337886,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2022-Q1,104073.241365625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2022-Q2,38442.4681714293,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2022-Q3,90316.3106787874,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2022-Q4,-122750.0362875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2023-Q1,471.049701538482,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2023-Q2,-65924.9587983893,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2023-Q3,9644.65320769265,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2023-Q4,57667.459182541,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2024-Q1,93712.1304253967,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2024-Q2,-7890.18554920664,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2024-Q3,105955.189309095,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",2024-Q4,-17769.53545,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Germany,"Other investment, Total financial assets/liabilities",1999-Q1,61737.0151285722,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Germany,"Other investment, Total financial assets/liabilities",1999-Q2,24031.0151399998,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Germany,"Other investment, Total financial assets/liabilities",1999-Q3,23899.9800333341,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
