COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Assets - Direct investment, Total financial assets/liabilities_PGDP","Assets - Other investment, Debt instruments_PGDP","Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank_PGDP","Assets - Portfolio investment, Debt securities_PGDP","Assets - Portfolio investment, Equity and investment fund shares_PGDP","Assets - Portfolio investment, Total financial assets/liabilities_PGDP","Liabilities - Direct investment, Total financial assets/liabilities_PGDP","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank_PGDP","Liabilities - Portfolio investment, Debt securities_PGDP","Liabilities - Portfolio investment, Equity and investment fund shares_PGDP","Liabilities - Portfolio investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP",EURO_PERIOD_FULL,EURO_PERIOD_CRISIS_EXCLUDED,IS_CRISIS_YEAR,EURO_PERIOD
"Estonia, Republic of",2003,1,% of GDP (annualized),9894000000,1.5315049428706258,10.837675204789864,10.078430544726524,-0.8677081829295332,0.34812452299132857,-0.5195836599382041,13.727143453945212,-2.8547599218381636,13.210857085102138,0.3123749458546318,13.52323203095677,-12.195638511074584,-14.042815690894974,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2003,2,% of GDP (annualized),9894000000,1.5034468788512485,-8.344819832156015,-11.370104377367392,5.328730680699074,0.7744820389678677,6.103212719666941,7.305740337904079,4.450570577149872,-9.255163813845757,2.6234458381422696,-6.631717975703488,-5.802293459052832,12.73493069537043,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2003,3,% of GDP (annualized),9894000000,4.679113255048951,-0.04547243202185567,-1.8370862536829704,4.137991313988866,0.5784093353180044,4.716400649306872,13.332517068808086,5.43850286981394,0.19553145769397948,1.8516829043619853,2.0472143620559646,-8.65340381375914,2.6691862872509073,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2003,4,% of GDP (annualized),9894000000,3.3984760776733367,3.7830278262078023,6.638324559076207,4.302172686729331,1.3592942931322012,5.661466979861532,7.6093177241257335,6.566221106225996,14.050559512078026,0.3778220929351121,14.428381605013138,-4.210841646452396,-8.766914625151607,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2004,1,% of GDP (annualized),12161000000,4.35312482526108,5.3067838993503855,2.873309020639751,0.8550046871145469,1.1626419504974923,2.017646637612039,9.602360332209525,8.393844091768772,-0.1562027793766961,0.39794713345941946,0.24174435408272354,-5.2492355069484455,1.7759022835293157,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2004,2,% of GDP (annualized),12161000000,4.0374820731898655,12.369989236995846,10.349267100266864,-0.9667768654154342,1.4663706972196646,0.4995938318042299,8.704953989007006,7.904589534851604,13.408085707237008,1.2870415130856376,14.695127220322647,-4.667471915817137,-14.195533388518417,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2004,3,% of GDP (annualized),12161000000,5.321641152915645,-5.739655261603885,-4.979995006391606,4.879510845649239,1.414535627602419,6.294046473251661,7.4720021928022575,8.04677159224858,-1.2781585246428817,1.866191833307201,0.5880333086643195,-2.150361039886609,5.706013164587341,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2004,4,% of GDP (annualized),12161000000,-0.9390324260614622,19.318458001609898,13.974509831478304,0.10670823023425707,3.66867163874585,3.775379868980107,9.97081703308898,6.846400051829934,18.934308372766573,2.4690577144523336,21.40336608721891,-10.909849459150443,-17.627986218238796,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2005,1,% of GDP (annualized),14129000000,4.417703054116399,27.965174039209113,24.961878433511487,5.5017108623533675,3.2705109551390477,8.772221817492412,36.13606851157061,14.686078388306283,18.546928116273563,-23.57174979011281,-5.024821673839252,-31.71836545745423,13.797043491331667,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2005,2,% of GDP (annualized),14129000000,8.859894858910154,-12.72116895637482,-17.124376260501194,3.044808937428279,2.8922832625533585,5.937092199981637,39.012060179555306,0.5668906569684988,-19.078188084518406,-21.688059970100227,-40.76624805461864,-30.152165320645135,46.70334025460027,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2005,3,% of GDP (annualized),14129000000,5.553495106775821,4.45177561730972,-3.263714475064149,6.931507885136239,3.279497729192237,10.211005614328476,11.625040130228491,18.480567360918794,-3.429490448400742,1.204984106190351,-2.2245063422103897,-6.0715450234526696,12.435511956538866,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2005,4,% of GDP (annualized),14129000000,5.100425560903105,6.913835440406254,24.62065584082383,-1.826867466735083,1.6646362526541152,-0.16223121408096816,-0.21195699890296546,23.708904305860283,3.418227156911317,5.977658384616744,9.395885541528061,5.31238255980607,-9.55811675560903,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2006,1,% of GDP (annualized),17049000000,4.55843577020068,8.532962998055108,7.142301590438197,7.901100614066897,2.2303613829098228,10.13146199697672,9.69231764010491,34.88500938742066,-11.460968152429063,-0.8657360904902788,-12.32670424291934,-5.133881869904232,22.45816623989606,Pre-Euro,Pre-Euro,False,Pre-Euro
"Estonia, Republic of",2006,2,% of GDP (annualized),17049000000,9.735907613538995,-3.2885994789212982,-7.7196477893888655,1.293004103920582,2.0510941812877177,3.3440982852083008,7.439201693789651,8.856192492606727,0.24206926146458396,1.161223959630594,1.4032932210951778,2.2967059197493445,1.9408050641131218,Pre-Euro,Pre-Euro,False,Pre-Euro
