COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Other investment, Debt instruments","Liabilities - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Total financial assets/liabilities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Debt securities","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Total financial assets/liabilities"
Germany,2003,2,US dollar,76215571939,-523130548.4,61064119121,3598228381,40358384568,1674017755,36760156187,-21323256048,-6760893718,18600702716,31923473095,-2722553332,33597490850
Germany,2003,3,US dollar,-32601186167,-10604242994,-1488058282,3327041873,-2309133524,1107889197,-5637300158,-14836717155,2582450352,18831866827,-834572369.7,3995149673,273316827.3
Germany,2003,4,US dollar,13091924158,-24683348063,19023775000,23562134323,36229590502,7431162109,12667456178,13070522411,-20395864772,-5432476748,8403752606,7638045662,15833725730
Germany,2004,1,US dollar,45739935000,72327834375,75689594625,-5899951725,54897919800,6661034250,60797871525,20622961950,-14085650475,-25539380100,34151235075,-4916418150,40812269325
Germany,2004,2,US dollar,16258593319,-63596071400,-30745208363,-17227098100,6541021095,2346576260,23768119195,9501947403,33841050760,1134740676,38035495595,10636688079,40382071856
Germany,2004,3,US dollar,40841278885,34307309697,94283696776,13628830812,66507912291,-2975540485,52879081479,14150619636,-38485286255,-4389380461,30999388509,9761239176,28022626036
Germany,2004,4,US dollar,48229529830,-1062798927,44492214921,1616907770,19937536897,-1209436630,18320629127,-14797431218,-500904012.1,8385600327,20646069515,-6411830891,19436632885
Germany,2005,1,US dollar,74528863458,84405550761,94604817071,2197733394,71204726135,20861420381,69006992742,18835466865,16313843168,8663737787,66658460219,27499204652,87519880600
Germany,2005,2,US dollar,59933454908,-22413021580,42471019822,5153345188,84264498169,8189688112,79111152982,20369062822,-19744414920,5429147386,56330395137,25798210208,64520083249
Germany,2005,3,US dollar,22762509897,3898868194,40024395048,14908657133,47209730988,20037205909,32301073855,11034187364,-11483118370,2483759588,15689406709,13517946952,35727832539
Germany,2005,4,US dollar,-44632328020,-32462035631,-16743213502,-194895806.2,18841908586,29324688506,19036804392,-21149760145,50523172603,43258550264,40040392683,22109978508,69365081189
Germany,2006,1,US dollar,128727000000,70760254745,104309000000,5310565895,67330088455,24952566129,62019522560,22005725058,8396873945,16584547422,50773193969,38590272480,75725760098
Germany,2006,2,US dollar,69969665482,1221754485,72130069655,834215472.6,8119445618,-17061782516,7285230145,9625563145,26372784774,15013362019,51554012908,24640183408,34493488635
Germany,2006,3,US dollar,-471489861.5,15469964646,34913187098,8540337978,30245437469,8402713911,21705099491,30598417717,-4514833998,11799989508,17327889560,42398407225,25730603471
Germany,2006,4,US dollar,57215420708,-18585539832,40395391178,20963179617,75315123033,12300580897,54351943416,-1699786925,-7826236541,44046260290,55188305595,42346473365,67488886492
Germany,2007,1,US dollar,63842572773,50466732695,94308453477,22880209297,83591792266,-154649140.6,60711582969,13890900352,4014324727,26908950469,87760766133,40799850820,87606116992
Germany,2007,2,US dollar,116242000000,35175635213,161882000000,45971530000,141327000000,26918285616,95356547213,24526687545,-61061246577,14689319381,53347196881,39217355065,80265482497
Germany,2007,3,US dollar,108041000000,74230740997,125241000000,2894658189,66897240563,-4827635917,64002582374,22337089463,-62671341849,14033665592,9054908460,36372128885,4225898714
Germany,2007,4,US dollar,13614016222,-65030901919,72667962306,5216436733,122433000000,5995787736,117217000000,29050381072,-95573349037,-4784751605,20864298323,24264180859,26860086059
Germany,2008,1,US dollar,117890000000,146734000000,198428000000,-26765164852,25219638323,2262878474,51984803174,46091734481,26846035426,2754092332,49802795274,48845826813,52065673748
Germany,2008,2,US dollar,-3238466513,-46877310487,-7443942562,-32178453075,37977385875,-9363901725,70155838950,24482994300,1298198587,14781654675,48641048400,39263086762,39275584462
Germany,2008,3,US dollar,94864592545,42431105750,108769000000,-3121417136,34487595795,2415561477,37609012932,5544503727,-47969589386,11989011045,-15897555068,17533514773,-13481993591
Germany,2008,4,US dollar,-88565027048,-203807000000,-85394035589,-6560762878,-67653089606,-35153722027,-61092326728,-9047737477,-24801212503,1429977445,-57300580083,-7617760031,-92454302109
Germany,2009,1,US dollar,-136957000000,-27274077886,-79273838876,-12358932971,-30468691384,1580369565,-18109758413,18552730921,46044386479,13996628390,13996628390,32549359311,15576997956
Germany,2009,2,US dollar,-2611869568,-15739376842,40053210668,4807966579,47648898158,10187109227,42840931579,17643751469,-4558503045,4937469506,32903285885,22579857787,43090395113
Germany,2009,3,US dollar,-102657000000,-65456457218,-111698000000,25602451364,473430804.5,10112253136,-25129020559,17366757791,35567383132,3092318427,25928560800,20460506523,36040813936
Germany,2009,4,US dollar,354706338.5,-54858291129,2407569272,2785922700,-26631056303,-10619021008,-29415501060,-10525910594,42227789594,34675500471,26215754298,24148111934,15598211234
Germany,2010,1,US dollar,-32419510756,71689947429,22913401600,2209886883,21866540292,6224468622,19658036317,44633353651,12446171429,12064488838,28088243098,56697842489,34312711721
Germany,2010,2,US dollar,28654159646,92654252617,99562053932,824717265.1,3357323597,5346048589,2533877083,33557986959,1233899021,7780807110,-756096722.2,41338794068,4591222617
Germany,2010,3,US dollar,-54573526221,1026376318,68864041273,3727230730,44292979527,7799168979,40567039836,-15070302845,-13178930133,28854730455,23313589376,13784427609,31114049394
Germany,2010,4,US dollar,-131542000000,-66839093518,-38516453797,-1999372994,6568592255,10667850200,8567965248,-2515515479,153585000000,37337475700,149486000000,34821960221,160154000000
Germany,2011,1,US dollar,-49726402422,-53751026244,-7195622469,-6337893327,49919288880,-3198358428,56255814217,34008208094,-20541723762,10228454220,32574555556,44236662314,29377565117
Germany,2011,2,US dollar,29897950133,-43960463067,67237289376,10244681700,56618451581,14652528314,46373769881,605845061.9,-43819435000,30767143524,-1853511733,31372988586,12799016581
Germany,2011,3,US dollar,36916755588,119051000000,224706000000,-2109165624,24945510109,-20992767030,27054675733,-5659288339,-46866423030,28964650230,-928145890.9,23305361891,-21920912921
Germany,2011,4,US dollar,-81626721864,-149837000000,-95388684914,-7298909478,-54450619673,7723578205,-47150362041,-18581616058,59758304678,27575155978,-2415893200,8993539920,5307685005
Germany,2012,1,US dollar,21236644669,327912000000,244365000000,-12046464077,13470017938,1524487238,25515171192,20524867738,29763548785,18634660862,41709079485,39159528600,43233566723
Germany,2012,2,US dollar,-53454475669,-67374551642,111148000000,9187788339,37171459432,-4414495234,27984952515,12206816139,-39899604673,9843875874,1687631415,22050692013,-2726863819
Germany,2012,3,US dollar,26755234769,-18867441491,-29894598998,75014676.92,5313539615,12309908483,5238524938,19725109297,30014622482,-655128178.5,23018253614,19069981118,35328162097
Germany,2012,4,US dollar,-80253672881,-169807000000,-125287000000,255448668.7,13333901831,32168378550,13079749856,-18817619700,46951983994,37619679075,28117507275,18802059375,60285885825
Germany,2013,1,US dollar,459578903.2,-11860569339,-55100605113,-6459196597,9066118306,28066008194,15525314903,21454939258,43534536048,4680309290,24534646161,26135248548,52600654355
Germany,2013,2,US dollar,-1149483937,-18637314552,-19197687971,1767331552,-19916115432,9621703041,-21683446984,14503091076,69406623825,19824679210,39868805352,34327770286,49490508394
Germany,2013,3,US dollar,-65628949085,-86229198488,-71552000803,6669888555,-6488476061,21897944615,-13157040436,2106768452,50114870406,13733058209,21729773909,15839826661,43627718524
Germany,2013,4,US dollar,-8433991123,-95807526081,-94604420037,13315825262,-10634695278,8443517981,-23951881520,-11971177331,46482900247,28961647750,27404686987,16990470419,35848204969
Germany,2014,1,US dollar,43433761930,45067732603,31504269422,-6379744673,13651119613,18720126705,20030864286,31693278603,40609581270,6404398044,35540574178,38097676648,54260700883
Germany,2014,2,US dollar,61956027774,4593093145,44000461258,12619352032,25375811323,18698687855,12757830363,26826406113,48741630242,12482244774,55420124782,39308650887,74118812637
Germany,2014,3,US dollar,2391308600,39459243018,26032654986,-129904790.9,4465808577,18313924400,4595713368,12514603377,21134714145,10013273373,7286598323,22527876750,25600522723
Germany,2014,4,US dollar,-2867051953,-41780970703,-48636149414,-3420715430,-19726917188,13256678320,-16304951953,17097328125,56517417773,-11543196094,23533822266,5554132031,36790500586
Germany,2015,1,US dollar,44118898714,118951000000,155434000000,7943811714,21581401714,23012729286,13637590000,17787426429,25995881714,21573518714,24564554143,39360945143,47577283429
Germany,2015,2,US dollar,-39212803394,-49977037348,-70141600884,7575527213,-20792357445,29766052432,-28366779387,6376308213,50855727768,16850961174,297317890.3,23227269387,30063370323
Germany,2015,3,US dollar,18603462750,-2487872700,43115345250,-1301742150,-21868378800,11644533750,-20566636650,9290059050,56077184250,16233424950,22565383350,25523484000,34208805450
Germany,2015,4,US dollar,-121221000000,-108984000000,-119905000000,6637340862,-50261975600,20131076738,-56899316462,23388412006,80084008105,7761088671,9690955766,31149500677,29822032505
Germany,2016,1,US dollar,12761122645,45391247129,78787259371,-6083022194,6996577519,9047393516,13079599713,12563865223,28219933394,21095524248,26169117397,33659389471,35216510913
Germany,2016,2,US dollar,43428134422,78025648135,124192000000,-7266629700,-33265015960,12700510371,-25997257025,-7917069282,76925772871,23236276509,30961375775,15319207228,43661886146
Germany,2016,3,US dollar,-32886951061,911169090.9,-207692954.5,-981516704.5,-25641146856,23069550758,-24659630152,18780579583,47321611402,15477591629,-1389086212,34258171212,21680464545
Germany,2016,4,US dollar,-1682075742,-25786792969,-7919458594,6135961992,-58105520859,16529442188,-64240403906,34994512266,65623611797,-1676681016,-9011351250,33317831250,7518090938
Germany,2017,1,US dollar,77305321412,114437000000,161282000000,2141306612,-17077213052,28719702609,-19219584462,24149594215,45177203852,37063451298,-620776606.2,61213045514,28099990800
Germany,2017,2,US dollar,-29588901431,-20976852569,-3730712234,367009504.8,4773327824,12914766900,4406318319,10890152905,30100290050,20022407431,21957748844,30913662466,34872515744
Germany,2017,3,US dollar,-18614008100,-4153412800,4051221931,-1882896131,-31491232231,12992335685,-29608336100,-3741125500,65108504385,30173322400,20624936469,26433371508,33617272154
Germany,2017,4,US dollar,-60004285543,-79161528500,-21030463629,-4664802200,-56350857671,23301640671,-51686055471,8901036000,82680734400,21527320400,3028236057,30428356400,26329876729
Germany,2018,1,US dollar,51166044643,56349641286,92073066857,3108682929,19878853429,21817324357,16770170500,40959878429,42287429857,32581553857,40348958929,73541432286,62166283286
Germany,2018,2,US dollar,7226389738,23377043143,52416049029,509957923.8,-18002229605,5377196519,-18512187529,55950009781,28480196852,24834235995,5100770729,80784245776,10477967248
Germany,2018,3,US dollar,1223372418,9210180185,-4920236409,-3004937575,-8790372729,2660718720,-5784272252,13717586548,47019597905,26983967298,35568506455,40702716748,38229225175
Germany,2018,4,US dollar,1589987613,-124194000000,15036968275,-43776593613,-68465345988,-3281560938,-24688752375,-59951550150,58717683238,77851180975,-6467243225,17899630825,-9748804163
Germany,2019,1,US dollar,58300283200,116523000000,49395835200,-7745961143,66911702171,14682117257,74657663314,46825584457,-21241197257,23006186057,30988387657,69831770514,45670504914
Germany,2019,2,US dollar,38937328700,39741897900,35347107200,-3191308000,14718222600,21426711600,17908406900,17291495600,35444869100,31942296200,28736380100,49233791800,50163091700
Germany,2019,3,US dollar,-4247620061,-14808849206,-23069469476,752785021.2,20835577145,9047875506,20082792124,-1378808606,6483736276,27300410400,18271437915,25922713736,27319313421
Germany,2019,4,US dollar,-80327201075,-149576000000,-123881000000,-3060041675,-25549798037,33735741650,-22489756362,33142332700,61262831450,-6785454206,1976184656,26355771387,35713033412
Germany,2020,1,US dollar,114746000000,201674000000,202893000000,-9337332819,62208822111,-19716680223,71545052269,16919229425,-58872170114,48276701166,23052229559,65195930591,3336651997
Germany,2020,2,US dollar,-51530704090,-2366936329,42239184839,-8577803690,71128143877,31772458019,79707048981,-21904899819,-7238485600,3532231181,32117200258,-18372668639,63889658277
Germany,2020,3,US dollar,-14497998247,1540624179,162933000000,-785507927.3,160625000000,53984967430,161410000000,-22305152185,-100446000000,41713743888,6192888391,19409760614,60179024732
Germany,2020,4,US dollar,-58706111988,-87773468800,-60722110388,1041400357,-123829000000,44440239286,-124870000000,-4620095742,194612000000,83258348123,26343969625,78638252382,70784208911
Germany,2021,1,US dollar,171321000000,299470000000,162727000000,10838809181,51418076990,37562329371,40579267810,41170847990,-9080936505,37027377029,4774811114,78198225019,42337140486
Germany,2021,2,US dollar,21048014778,34299039378,55004594333,-3347424178,-5551707822,44344929444,-2203077800,11570077444,71004944267,30412602733,21109512844,41982680178,65453236444
Germany,2021,3,US dollar,-37403275924,-3793373524,-201574540.9,4203595397,-4981602397,56533996535,-9185197794,20288300723,63162380415,39929441077,1645602685,60217741800,58179599220
Germany,2021,4,US dollar,-17557694482,-130690000000,192024000000,-18909341927,-63305585939,61637181859,-44396244012,14066510344,109638000000,20240405909,-15304948739,34306916253,46332233120
Germany,2022,1,US dollar,156937000000,298699000000,98164208078,-13731660119,22825155347,13033972438,36556815466,1039801416,-2539493425,44711460872,7251689484,45751262288,20285661922
Germany,2022,2,US dollar,-20611670095,6583810324,31330590267,-5855588095,-8062612481,9415785657,-2207024386,38583002286,11539767157,13955463410,-5938630981,52538465695,3477154676
Germany,2022,3,US dollar,42462521797,68363562506,83069215197,5997457370,8460483012,-9229800915,2463025642,13710775612,-34029226721,38390373106,-16338942794,52101148718,-25568743709
Germany,2022,4,US dollar,-105377000000,-191126000000,-130334000000,2845206275,-23910754312,5923090825,-26754940069,10368470500,39841052000,-9841882825,10007206863,527608193.7,15930297687
Germany,2023,1,US dollar,70567322714,116791000000,-5122531378,-4223352222,60054008418,14825726028,64277360640,21689746394,21418275837,-1645991440,66646558228,20043754954,81472284255
Germany,2023,2,US dollar,-25096229052,-36858317316,-71827776511,-8451415327,35205702545,183986756.5,43658206552,-10720222431,17083551374,27189758831,52105267163,16469536400,52289253919
Germany,2023,3,US dollar,21924415931,-39045552931,4693346646,-3070484900,69099515731,3225043162,72170000631,6516481069,-54626549508,5788315738,11247923062,12304796808,14472966223
Germany,2023,4,US dollar,-22338493762,-101425000000,51747941103,-937489968.3,782675111.1,8312697746,1720165079,8387954968,17959598532,46106874746,10429575897,54494829714,18743348746
Germany,2024,1,US dollar,107506000000,152193000000,89095362819,-5716670143,63341573813,24953563765,69058243956,7232429216,14190154244,15599506162,52578164292,22830849590,77532813844
Germany,2024,2,US dollar,5218849530,-3507945486,-13148873625,164737771.4,45661434057,29163969130,45496696286,1410499873,-1722747937,26601381575,14774716990,28011881448,43938686121
Germany,2024,3,US dollar,87323955364,6762512964,101939000000,1430045782,56130944455,33731287255,54700898673,2129691836,20708205200,26754596927,43108960745,28884288764,76839149655
