"COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","UNIT","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q1","-95500000","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q2","73500000","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q3","126000000","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q4","171300000","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q1","91740064.61538378","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q2","121315790.3225844","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q3","51598592.30769465","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q4","36468666.66666712","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q1","-195721712.5000004","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q2","90741845.161292","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q3","8012436.923077209","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q4","174696476.1904832","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q1","97302241.93547879","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q2","45022055.5555575","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q3","-11805018.18181801","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q4","257835524.9999998","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q1","3219414.2857143","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q2","135331598.3870915","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q3","191209303.0303021","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q4","256820962.5","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q1","348673275.0000001","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q2","167440503.174598","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q3","654985503.0303142","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q4","354266309.0909124","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q1","-104903741.93548","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q2","-197721210.7692357","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q3","-241544399.9999976","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q4","382661278.1249998","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q1","-266910941.5384531","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q2","439126998.3870981","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q3","124881098.4615362","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q4","384030707.9365228","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q1","638255351.5624997","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q2","103806680.6451598","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q3","1344978816.923047","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q4","1757161276.562499","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q1","-1358326125.806496","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q2","792041737.4999995","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q3","-734451090.9090778","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q4","162108042.1875001","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q1","-912002222.22221","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q2","417135745.1612843","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q3","151612281.818177","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q4","628125807.6923177","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q1","-565609346.0317315","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q2","-230005893.6507949","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q3","50350536.36363663","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q4","1595966893.939397","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q1","-523939810.9374997","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q2","306520185.7142847","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q3","-330572509.0909021","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q4","1036730954.6875","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2012-Q1","82581853.84615532","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2012-Q2","121734991.9354804","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2012-Q3","-170033267.6923057","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2012-Q4","697621237.4999998","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2013-Q1","-114894725.8064548","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2013-Q2","740633399.9999737","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2013-Q3","-407847066.6666707","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2013-Q4","-72131923.43749993","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2014-Q1","1577815771.428519","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2014-Q2","1347764346.774231","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2014-Q3","454666768.1818216","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2014-Q4","-337447265.6250001","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2015-Q1","-902040428.5714624","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2015-Q2","-582477799.9999813","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2015-Q3","356839650","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2015-Q4","-2335117280.000068","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2016-Q1","744949819.3548057","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2016-Q2","221330135.3846182","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2016-Q3","-1456083939.393955","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2016-Q4","-586946250","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2017-Q1","474899427.6922974","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2017-Q2","160911074.1935497","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2017-Q3","-720034515.3846204","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2017-Q4","-1172676171.428558","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2018-Q1","-304845142.8571466","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2018-Q2","-857873142.8571595","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2018-Q3","-102335335.384612","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2018-Q4","-186050237.5","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2019-Q1","471345142.8571308","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2019-Q2","-434871900.0000001","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2019-Q3","-259082584.8484791","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2019-Q4","-236920737.5","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2020-Q1","50722403.12499998","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2020-Q2","298482896.7741918","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2020-Q3","-16364748.4848484","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2020-Q4","-416321563.0769365","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2021-Q1","233740438.0952345","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2021-Q2","-412398799.9999848","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2021-Q3","36542753.03030352","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2021-Q4","-522591271.2121405","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2022-Q1","843506650","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2022-Q2","436507476.1904841","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2022-Q3","-366533660.6060585","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2022-Q4","1544044868.749999","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2023-Q1","374479147.6923237","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2023-Q2","-48990556.45161451","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2023-Q3","102313215.384619","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2023-Q4","-870833571.4285917","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2024-Q1","1246483822.222221","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2024-Q2","619112539.6825622","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2024-Q3","-128506418.1818234","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2024-Q4","-1292446375","Millions"
"Latvia, Republic of","Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2025-Q1","1379619404.761944","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q1","-78600000","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q2","85000000","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q3","131700000","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","1999-Q4","215900000","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q1","141062679.9999987","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q2","75589069.35484102","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q3","107723376.9230818","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2000-Q4","247465952.3809555","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q1","-94167993.75000016","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q2","230344683.870972","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q3","54306516.92307898","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2001-Q4","227553358.7301679","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q1","149898048.3870889","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q2","65236039.68254247","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q3","171172763.6363611","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2002-Q4","438720137.4999997","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q1","-8585104.7619048","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q2","338897616.1290189","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q3","603996445.4545424","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2003-Q4","435168853.1249999","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q1","471146325.0000002","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q2","203578741.269835","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q3","1136448727.272747","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2004-Q4","612504387.8787936","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q1","399945516.1290176","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q2","234242963.0769289","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q3","722193357.5757504","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2005-Q4","1120650885.9375","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q1","574700135.3845973","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q2","1201622588.709681","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q3","1601791232.307663","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2006-Q4","1737159041.269909","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q1","2151982109.374999","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q2","1234895058.064499","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q3","2685836146.153787","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2007-Q4","2367025165.624999","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q1","-649959800.000021","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q2","1998069787.499999","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q3","514717772.7272635","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2008-Q4","-1078084378.125","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q1","-2453285977.777746","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q2","-971953549.9999861","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q3","-306085172.727263","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2009-Q4","-433037321.5384685","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q1","-1474179860.317422","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q2","-542610588.8888919","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q3","-277573469.6969711","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2010-Q4","1359627966.666669","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q1","-1016415873.437499","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q2","-86343714.285714","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q3","-155397333.33333","Millions"
"Latvia, Republic of","Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","US dollar","Quarterly","2011-Q4","-544654493.7500001","Millions"
