COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Assets - Direct investment, Total financial assets/liabilities_PGDP","Assets - Other investment, Debt instruments_PGDP","Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank_PGDP","Assets - Portfolio investment, Debt securities_PGDP","Assets - Portfolio investment, Equity and investment fund shares_PGDP","Assets - Portfolio investment, Total financial assets/liabilities_PGDP","Liabilities - Direct investment, Total financial assets/liabilities_PGDP","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank_PGDP","Liabilities - Portfolio investment, Debt securities_PGDP","Liabilities - Portfolio investment, Equity and investment fund shares_PGDP","Liabilities - Portfolio investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP",GROUP
Austria,2014,1,% of GDP (annualized),438669000000,1.704745339196524,-4.944385933813422,-0.261019616065872,4.218776378545099,1.0965321670781387,5.315308545623237,2.3591677260075365,9.998674863279602,-4.0451796001085105,2.2817360697929416,-1.7634435303155682,-0.6544223867198274,7.078752076850655,Eurozone
Austria,2014,2,% of GDP (annualized),438669000000,-1.2339587588819816,10.045449471013452,3.6431163360073313,-0.9864168801533731,1.614023057932063,0.627606177322765,-0.8513940373265491,-2.8929894312112325,7.6000357609040075,1.4827508495015604,9.082786609493718,-0.38256472164661737,-8.455180432626879,Eurozone
Austria,2014,3,% of GDP (annualized),438669000000,-3.6793134440774247,-14.76197604754382,-4.7333086222185745,-0.10515777581730189,0.7880789636833239,0.682921187866022,-3.311865583389754,-5.020981618486832,-9.718028938447896,-1.2304668485805925,-10.947287076132573,-0.3674478603229314,11.63141697452977,Eurozone
Austria,2014,4,% of GDP (annualized),438669000000,2.410324790673606,-13.509215163141231,-2.0114530755535496,1.4131455042412389,1.083791430896644,2.4957973013821357,3.361918738730113,-2.929997653811872,-1.007435988410396,-1.3641412645981366,-2.370437619252785,-0.9515939480565073,4.867374553478819,Eurozone
Austria,2015,1,% of GDP (annualized),379584000000,1.7954962727617603,2.2238995468723655,-4.9545254057073,1.107202923200135,1.9521423453043332,3.0605319813269265,-1.5367929101331985,-0.6313311414601248,-3.0759592459113136,0.4497641027019052,-2.6261951431040296,3.332289182894959,5.686727123377171,Eurozone
Austria,2015,2,% of GDP (annualized),379584000000,-2.1966584945624685,-9.14303774342438,-8.749362997386614,-1.6783589034311246,0.29933257323807116,-1.3801910480947563,0.5287820555134042,-0.6895131648330803,-4.088160825535323,0.9725396835483056,-3.1144564238745573,-2.725440550708144,1.7354300939976395,Eurozone
Austria,2015,3,% of GDP (annualized),379584000000,2.0851637582195246,-1.4701575935761255,3.1839747723823972,-1.5017864820435,0.2588883093070309,-1.2428981727364694,-1.9117905918057663,-3.1558602048558417,-7.635447964087,-0.1651730842185129,-7.800621048305513,3.996954350025291,6.557722875569044,Eurozone
Austria,2015,4,% of GDP (annualized),379584000000,-2.396077934791772,-11.260181277398415,-9.126102229809476,-2.93046333143652,3.622971405538695,0.6913538935255437,-4.295858416582364,-4.417047329708312,-2.854287443095599,0.32778715488534815,-2.526500288737144,1.8997804817905917,3.2178541824734443,Eurozone
Austria,2016,1,% of GDP (annualized),393579000000,-24.9888861204485,10.411289233419465,9.673225592828885,-0.6036666197129419,1.6710029620482802,1.0673363426402322,-27.088839574265904,1.5254061888464576,0.897100115707393,-0.09071798923214908,0.806382126485407,2.099953454833718,0.26095421595156243,Eurozone
Austria,2016,2,% of GDP (annualized),393579000000,1.9865962879117027,-8.911565669916332,-8.84614915429939,2.0118447671242623,2.089885522347483,4.101730290488059,7.373703725046306,-2.2471146915866953,-7.859163130146679,0.3029817561404445,-7.557329032290849,-5.3871074371346035,11.659059321762594,Eurozone
Austria,2016,3,% of GDP (annualized),393579000000,5.235044144123544,-9.976430321739727,-9.584908485462892,-4.465618622944822,2.9721614161324665,-1.4934572068123553,1.0792384522548204,-4.286312970966439,-14.932302374872645,0.8953934164170344,-14.036908958049082,4.155805691868722,12.543451751236729,Eurozone
Austria,2016,4,% of GDP (annualized),393579000000,-10.410623327972274,-10.499443686782069,-9.66497092985144,-0.1524201224150679,2.8828237553324745,2.730403632307618,-10.331671897128658,-5.418041906707421,-0.3728261988571545,0.22369571933461896,-0.15022702715337963,-0.07895143033545997,2.8806306596642606,Eurozone
Austria,2017,1,% of GDP (annualized),414780000000,4.321004341578668,11.85401001012585,8.277475285211437,-0.38815105540286415,2.3761416461738754,1.9879905906745745,4.381588766092868,4.1895669472973625,-8.914125164183423,1.1377549457543759,-7.777397073147211,-0.060584423993442306,9.765387663821786,Eurozone
Austria,2017,2,% of GDP (annualized),414780000000,-2.4094991783596122,4.984804210424803,4.388540849607021,1.2222867467090988,2.2362533169391003,3.458540063648199,-1.1191895163701238,-1.6591214012247457,-2.220310446983943,1.159578122378128,-1.0617951829885723,-1.2903096610251217,4.520335246636771,Eurozone
Austria,2017,3,% of GDP (annualized),414780000000,1.178062587395728,-1.9777858440619123,-4.162865392738319,-2.5079140083899896,3.2328756005593324,0.7249615922657795,4.009943807319543,-0.11554075374897535,-0.3149051916678721,0.8733521681855441,0.558446976517672,-2.831881219923815,0.16651461574810744,Eurozone
Austria,2017,4,% of GDP (annualized),414780000000,4.637102326052365,-10.156434942861276,-8.81435488692801,0.17939818014369063,4.676842429239597,4.855105177684556,6.259633967886591,-11.598432972660206,-3.1803436867737114,1.9132021109986015,-1.2671415757751097,-1.6225316418342253,6.122246753459666,Eurozone
Austria,2018,1,% of GDP (annualized),452787000000,3.2761890248615795,16.85657349438036,13.952851435222302,-1.7874070713160934,1.2542254967567532,-0.5331815748243655,5.572887661527385,6.824941339746945,-0.46042563686678284,-1.5680533487047992,-2.0284789854832406,-2.296698636665805,1.4952974100404826,Eurozone
Austria,2018,2,% of GDP (annualized),452787000000,1.1378429195184492,-1.1652100939293752,1.443092176232975,-0.8157523241612502,0.8957486809471119,0.07894377330621241,-0.3989292011475594,-4.180862234118912,1.4125672503848388,-0.8704866736898363,0.5420805766950023,1.5367721202242997,-0.46313680339762403,Eurozone
Austria,2018,3,% of GDP (annualized),452787000000,-2.6515327259837407,1.287241575398587,1.062256814793711,1.4629146075306931,1.629341690463728,3.0932836251924196,-3.343951578115096,3.0994475919140787,0.9852072387237266,0.10478742269543959,1.089994661507508,0.6924188520430136,2.0032889636849114,Eurozone
Austria,2018,4,% of GDP (annualized),452787000000,-26.11308143829218,-9.323147506443426,-6.234590205107478,-2.0802134230885607,-0.7512161899524501,-2.832437956920141,-26.423651353064464,-2.5521183585217773,-2.595477144882693,-0.8732257993272775,-3.46971128853081,0.31056991477228807,0.637273331610669,Eurozone
Austria,2019,1,% of GDP (annualized),443033000000,4.0536072545386,16.903531997842148,13.246774225847735,0.8982949544616314,1.7032738807267178,2.602594286204414,2.163701317057646,6.65825244259457,3.969520284042047,-0.24918455925405109,3.7193102735010712,1.889905937480955,-1.1177414386738684,Eurozone
Austria,2019,2,% of GDP (annualized),443033000000,2.595223922371471,4.335180539598631,2.7971197630876254,0.8177288824985949,2.064613245514442,2.8823421280130375,3.1501838463500462,-0.7365647254267741,3.794424343107624,0.7629430764751158,4.557367419582739,-0.554959923978575,-1.6750252915697026,Eurozone
Austria,2019,3,% of GDP (annualized),443033000000,8.732239093701825,-0.9708065304390417,-0.5581886567366313,1.5681487085612134,0.7107869945579675,2.2789357027580337,7.576708259655601,0.13553141847221314,1.3161606634268779,0.4818894877808199,1.7980501515688445,1.1555308340462223,0.4798816149587051,Eurozone
Austria,2019,4,% of GDP (annualized),443033000000,-22.867163106134306,-7.762660692995782,-6.6811259432141625,0.05397678051070688,3.897323467100645,3.951300247159918,-24.299546929461236,-3.2665947909072237,2.9267409876916615,1.7432500964939406,4.669991084185603,1.4323838233269306,-0.7186908367548241,Eurozone
Austria,2020,1,% of GDP (annualized),434050000000,9.047891244787467,13.571836867641975,10.899335298698306,1.3962042419076144,-1.2844266098375763,0.11177763216219329,5.547219037438083,7.816304970395116,8.038844075106555,0.2123775011173828,8.251221575394538,3.5006722082709363,-8.139443943324503,Eurozone
Austria,2020,2,% of GDP (annualized),434050000000,-1.093165945858772,4.255937613638982,3.768732735859924,6.017995256767653,3.179011830895058,9.195992077410436,-0.27608276438198365,-5.895179027301002,19.978445039972353,1.9356243806013134,21.91406942149522,-0.8170831812924778,-12.71807734316323,Eurozone
Austria,2020,3,% of GDP (annualized),434050000000,-4.573845808547403,-2.263224221172676,-6.478358147678839,-1.075058435664094,1.6664482967400067,0.5913898607994471,-12.394411181200322,-1.4240754023729985,-7.627744270936527,0.8176045616864417,-6.810139709250087,7.820565372652919,7.401529569404447,Eurozone
Austria,2020,4,% of GDP (annualized),434050000000,-1.432412574588181,-24.11905747817072,-15.860973623315285,5.576844967169681,4.822712176938141,10.398457825596129,-3.938859751641516,-3.845417641285566,8.005240499481626,1.458796229005875,9.465136047920748,2.5064471761317817,0.9344210961870751,Eurozone
Austria,2021,1,% of GDP (annualized),480786000000,5.397914605666554,9.002538731993027,6.155727686746286,-2.3255639523613416,6.5717229619830855,4.246159009621745,5.169367802723041,12.083910969121398,9.397483644698474,0.7157123543530801,10.113195999051552,0.22854680219473947,-5.867036988597837,Eurozone
Austria,2021,2,% of GDP (annualized),480786000000,-0.09029048266796454,-6.36949193861718,-6.630331110306872,0.7714820130369852,3.849384244133565,4.620866257336944,-1.2329667020254333,-7.709803992628737,-0.9350081092211504,1.233969930072839,0.297958592804283,1.1426762193574687,4.322907664532661,Eurozone
Austria,2021,3,% of GDP (annualized),480786000000,9.16684715278731,6.982770057364399,3.418811294838036,0.16868489465167455,3.063788435603366,3.23345405648251,3.562978035966106,4.113165395830993,1.6819453162113707,0.7561398474997192,2.438085163045513,5.603869115989235,0.7943881666271481,Eurozone
Austria,2021,4,% of GDP (annualized),480786000000,9.727863016809973,-0.31205272075310014,-8.376903067061022,5.07466223309331,-0.2625809479477356,4.812081285228771,8.3065009288956,-8.210411524462028,-7.931657112311923,0.3501079305969808,-7.581549181548547,1.4213620879143736,12.393630466777319,Eurozone
Austria,2022,1,% of GDP (annualized),472339000000,7.944944722328666,3.0691196077393568,8.267909954503015,5.150345561979849,2.5105797344703698,7.660925296450219,6.641685018598931,5.769678890796652,9.295699312569997,0.40940592718365415,9.705105239245542,1.3032597037297364,-2.044179942795323,Eurozone
Austria,2022,2,% of GDP (annualized),472339000000,-2.759798312652565,10.13398661723889,8.523728601703437,2.4613686356620987,0.6960353797590291,3.157404015336443,-0.061308815829309034,8.07563328541577,4.618897993178628,-0.8646346230144029,3.754263369317376,-2.698489496738571,-0.5968593541503031,Eurozone
Austria,2022,3,% of GDP (annualized),472339000000,2.4840432358962525,14.813868554576267,2.4252039014351983,-2.640095385729317,-0.006821951901494479,-2.647770082080878,3.480900957998387,0.734212573427136,-0.7128939737773083,-0.7759970288288708,-1.4880382589623131,-0.9968577212552848,-1.1588790796440693,Eurozone
Austria,2022,4,% of GDP (annualized),472339000000,4.537184892206657,-8.565340851380048,-11.915943866587345,5.583762208075132,1.7353651932192768,7.319127401294409,2.0499433457749623,-9.405368225786988,3.3739371087291117,-0.5807596662566504,2.793177442472462,2.487241546431694,4.525949958821948,Eurozone
Austria,2023,1,% of GDP (annualized),512509000000,3.5374036311557457,22.252814697888233,13.539948367735983,0.8667643838449667,1.805549770247937,2.672314154092904,-0.07788317653738763,20.886928021166458,17.54548851161638,-0.42291402312934995,17.121737034861827,3.615286807451186,-14.449422880768923,Eurozone
Austria,2023,2,% of GDP (annualized),512509000000,-0.20902270352325522,-4.366535258502777,-5.48387206780759,4.834712127201668,3.3758016308006296,8.210513758002298,-0.9983807995566908,-0.6882454872792477,1.0680550343506163,0.1308516111912181,1.1997563313034503,0.7893580959553882,7.010757426698848,Eurozone
Austria,2023,3,% of GDP (annualized),512509000000,1.3490028678520767,10.840444330148348,1.4696315873477344,2.204447381802076,-0.17584609167839005,2.028601289733449,0.08664879883084979,-0.22086948716998142,6.518198365297,0.00594648619321807,6.524144852090402,1.2623540690992743,-4.495543561576479,Eurozone
Austria,2023,4,% of GDP (annualized),512509000000,1.8552283913062988,-7.938632207434406,-10.306544699897954,6.142979218706404,-1.1638180816336883,4.979161137072715,3.272451707970006,-16.158359625294384,5.644559651440267,-0.6419039888860488,5.00181657219678,-1.4172233166637074,-0.023494525083461948,Eurozone
Austria,2024,1,% of GDP (annualized),521269000000,7.984437755554234,22.977650466841496,11.596306446767409,-5.299073789540525,-0.17330304215289993,-5.4715436444522885,4.160106200061772,19.547416695026946,12.908577078629268,-0.30411351152667815,12.604463567179325,3.824331555492462,-18.07684039910296,Eurozone
Austria,2024,2,% of GDP (annualized),521269000000,-0.023960608706828913,6.397482524378008,2.423326390788633,0.1495472474288707,1.4219381923728438,1.5706592120383143,1.1129289629730523,-7.357559328484909,5.620828311677848,-0.14706856375499022,5.473759747846121,-1.1368895714113059,-3.9031005358078072,Eurozone
Austria,2024,3,% of GDP (annualized),521269000000,-0.3051023978022864,8.160224905758831,2.109589231663498,5.314007233117642,1.2330519558999287,6.5470591890175704,0.10113891637523044,-7.668015512144402,9.021591343433046,-0.19806371128918082,8.82352763275775,-0.40624131425425264,-2.27646844374018,Eurozone
Austria,2024,4,% of GDP (annualized),521269000000,0.638502663691875,-13.508552503985467,-6.152247745405923,2.5589285186727007,0.7884975128004926,3.3474260314731934,1.7663327863348868,-6.225196060383411,0.3770362327320443,-0.5155560660618606,-0.13851983332981627,-1.1278301222593325,3.485945865186689,Eurozone
Austria,2025,1,% of GDP (annualized),534301000000,7.04710839695228,16.09923533663609,3.273419271908531,5.723559809919877,4.963307199499908,10.686867009419784,4.80495406521792,1.7670949281397563,12.061624321122363,0.15835313443171545,12.219977456152993,2.2421543317343593,-1.5331104459845666,Eurozone
Belgium,2002,1,% of GDP (annualized),258200000000,1.0497433098373354,22.07584378156468,21.744488842757555,3.2795990859798603,2.7594804725019366,6.039079558481797,0.4454279502711076,6.484507508907823,9.7980568954299,-0.23901011975213013,9.559046776142525,0.604315359411309,-3.519967217660728,Eurozone
Belgium,2002,2,% of GDP (annualized),258200000000,1.1600871110766848,27.18304731216111,29.920283525948875,2.624786052672347,-0.5594039688613477,2.065382083656081,2.835452178156468,11.972383670023238,13.284776695584819,-0.3942872757552285,12.890489420604181,-1.6753650673896205,-10.825107336948102,Eurozone
Belgium,2002,3,% of GDP (annualized),258200000000,2.0254155910147174,1.905018426026336,-1.2176877778466306,-2.8392394624322232,3.3482603857474826,0.5090209234701782,3.770412467854376,-3.797844734314485,1.639839860573199,0.03962438325329202,1.6794642447714951,-1.7449968783888457,-1.1704433208365608,Eurozone
Belgium,2002,4,% of GDP (annualized),258200000000,9.58335224632068,16.420199341595662,12.02795857784663,0.2771276336173509,-0.044897773044151816,0.23222986057319905,21.018350580945004,-4.3132826103795505,7.245571649883812,-0.13004872192099148,7.11552292796282,-11.434998334624321,-6.88329306738962,Eurozone
Belgium,2003,1,% of GDP (annualized),318004000000,10.12651663501088,22.991863216814885,14.945453503729514,5.441214150765399,2.6807867284688243,8.122000879234223,4.673153904982327,10.948570571439353,15.56503110149558,-0.3388104072904743,15.22622069407932,5.453362731286399,-7.104219814845096,Eurozone
Belgium,2003,2,% of GDP (annualized),318004000000,8.422624896542182,12.669699169821763,12.22625254650885,1.3374922353177947,3.3787771751298727,4.7162694104476675,3.6090833247380534,4.69338184173784,10.120596322058843,2.9238867674620446,13.044483090778733,4.813541571804128,-8.328213680331064,Eurozone
Belgium,2003,3,% of GDP (annualized),318004000000,3.0955286172500975,-8.731993888127192,-11.104572265757664,3.8297970604143345,2.7842780254336423,6.61407508459013,3.8425300386158665,5.68456763436938,-7.58602579841763,0.14996619438749198,-7.436059603023862,-0.747001421365769,14.050134688871838,Eurozone
Belgium,2003,4,% of GDP (annualized),318004000000,27.49439312084125,68.2364654331392,71.09448247317644,-9.929029369441894,-1.906840253581716,-11.835869623023608,31.34546265329996,51.024054074791515,-13.750187681915952,1.274217958264676,-12.47596972490912,-3.851069532458711,0.6401001008792342,Eurozone
Belgium,2004,1,% of GDP (annualized),369047000000,0.22485412427143428,43.78966343040317,33.832418445347066,6.4124061704877695,4.112392296916111,10.524798467403881,-0.8777438104089723,38.306473701181694,6.114406728682255,1.393824661899433,7.508231390581688,1.1025979346804067,3.0165670768221933,Eurozone
