Indicator,Full_Correlation,Full_PValue,Full_Sig,NoOutliers_Correlation,NoOutliers_PValue,NoOutliers_Sig
Net Capital Flows,-0.17375124012543702,0.09953285043577467,*,-0.17756783179445418,0.09596301977929306,*
