Indicator,Full_Correlation,Full_PValue,Full_Sig,NoOutliers_Correlation,NoOutliers_PValue,NoOutliers_Sig
Net Capital Flows,-0.0868479173573591,0.0004315954594542445,***,-0.11491672843024149,3.920424269793448e-06,***
