COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items_PGDP",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options_PGDP,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP"
Cyprus,2013.0,3.0,% of GDP (annualized),23960000000.0,9.603825196119936e-06,3.988766664978023e-06,-1.397618782680683e-06,-7.044535984620552e-06,9.677687848010828e-07
Cyprus,2013.0,4.0,% of GDP (annualized),23960000000.0,2.4479321051637712e-05,1.8651016207976796e-05,2.0131924047064526e-06,9.811029594878107e-06,-1.9548587850547777e-05
Cyprus,2014.0,1.0,% of GDP (annualized),23232000000.0,3.6982561539736056e-05,-1.3898446352018226e-05,4.413452142032581e-07,-2.9766835224152033e-05,-2.1555517881805524e-05
Cyprus,2014.0,2.0,% of GDP (annualized),23232000000.0,5.439881597621119e-05,-9.353027065093685e-06,-2.003906767268118e-07,-2.8477291175562365e-05,-3.7035377142232856e-05
Cyprus,2014.0,3.0,% of GDP (annualized),23232000000.0,1.196722359492096e-05,1.5613698985753695e-05,9.543142846955268e-06,-4.414923721490623e-06,-3.421323295703979e-06
Cyprus,2014.0,4.0,% of GDP (annualized),23232000000.0,5.0093372698662584e-05,7.66856309856056e-06,1.3730820111648943e-06,-2.8498079129927617e-05,-1.5299812481339288e-05
Cyprus,2015.0,1.0,% of GDP (annualized),19911000000.0,3.624347315713945e-05,4.30678477347779e-06,7.448942738869018e-06,-2.8745052502519747e-05,-1.064057862001096e-05
Cyprus,2015.0,2.0,% of GDP (annualized),19911000000.0,6.0900215613909474e-05,1.0880151763263858e-05,-7.940746331070946e-06,4.606156279741974e-06,-5.286675822392924e-05
Cyprus,2015.0,3.0,% of GDP (annualized),19911000000.0,1.4385977887086004e-05,1.626885119778207e-05,,-1.850824622445656e-05,3.227410222221212e-05
Cyprus,2015.0,4.0,% of GDP (annualized),19911000000.0,0.0001200964951933,-2.4567109948467957e-05,-4.172623899306693e-06,-0.0001198126199836,-2.0678361258854223e-05
Cyprus,2016.0,1.0,% of GDP (annualized),21041000000.0,-0.0001078075758839,1.0284793352011896e-05,,3.403935274688825e-05,3.3128572215544776e-05
Cyprus,2016.0,2.0,% of GDP (annualized),21041000000.0,4.790349646682127e-05,-2.2610402673505348e-05,,1.6706755419816635e-05,-4.915202004475341e-05
Cyprus,2016.0,3.0,% of GDP (annualized),21041000000.0,1.9978079235921963e-05,1.091225386177585e-05,-1.7378270503698927e-06,4.769101210973705e-05,-5.5019010433513275e-05
Cyprus,2016.0,4.0,% of GDP (annualized),21041000000.0,-8.064424023476658e-05,-3.614309135792508e-06,-2.1261562836525127e-06,3.225667523009555e-05,4.6899412152531016e-05
Cyprus,2017.0,1.0,% of GDP (annualized),22938000000.0,2.3732739600288307e-05,-1.7226360858918116e-05,1.8372100584223624e-06,-7.533667756366152e-05,3.254036704603271e-05
Cyprus,2017.0,2.0,% of GDP (annualized),22938000000.0,8.204235316336822e-05,-1.0377670994178364e-05,-5.062661563573586e-07,-4.711614612901599e-05,-4.479761187217321e-05
Cyprus,2017.0,3.0,% of GDP (annualized),22938000000.0,-4.760745139696179e-05,3.2553108985323457e-06,4.356067430705727e-06,2.919640070484508e-05,2.285222807251143e-05
Cyprus,2017.0,4.0,% of GDP (annualized),22938000000.0,0.0001457541771072,-1.336794334341949e-05,1.3765648823797257e-06,-0.0001044629155893,-5.603576974370309e-05
Cyprus,2018.0,1.0,% of GDP (annualized),25766000000.0,0.0002185735267773,2.3240291909729723e-06,9.912414808882712e-06,-0.0001800568419467,-4.6105070448507305e-05
Cyprus,2018.0,2.0,% of GDP (annualized),25766000000.0,7.061236786700768e-05,-4.748245391391906e-06,7.3433995058591956e-06,-3.7116727375930065e-05,-4.558728538832873e-05
Cyprus,2018.0,3.0,% of GDP (annualized),25766000000.0,9.367413611506505e-05,8.432523848016085e-06,7.968438389489202e-06,-5.268923484093994e-05,-4.052081581559827e-05
Cyprus,2018.0,4.0,% of GDP (annualized),25766000000.0,1.856814871659308e-05,-1.250135599514264e-05,1.3516380392079088e-05,-6.827038071484308e-05,2.368449561102824e-05
Cyprus,2019.0,1.0,% of GDP (annualized),26200000000.0,1.7985536288050976e-05,-1.5470329806838624e-05,-1.1552836565021472e-05,-9.555142968844216e-06,-1.2347886561023823e-05
Cyprus,2019.0,2.0,% of GDP (annualized),26200000000.0,-6.315127862964026e-07,3.333139852142779e-06,-1.0379420626666368e-05,2.434636293815971e-05,-1.0002289673054185e-05
Cyprus,2019.0,3.0,% of GDP (annualized),26200000000.0,-4.88539184334452e-05,9.32230290145514e-07,-1.0318949191841536e-05,-8.06238890785147e-06,6.81674868232837e-05
Cyprus,2019.0,4.0,% of GDP (annualized),26200000000.0,3.8194947352664584e-06,-7.946807455162584e-06,-1.249236572398808e-05,-1.264466027912095e-05,1.3370723812679986e-05
Cyprus,2020.0,1.0,% of GDP (annualized),25535000000.0,-4.816948250491147e-05,-2.76719456374004e-05,3.681788309871887e-06,6.172137162677176e-05,-3.252664267197215e-05
Cyprus,2020.0,2.0,% of GDP (annualized),25535000000.0,-0.0001424232055481,6.899867276901617e-06,-5.89022188661394e-06,6.114465897546103e-05,9.40686357361561e-05
Cyprus,2020.0,3.0,% of GDP (annualized),25535000000.0,-9.251706219667042e-05,3.064655070793756e-06,-4.637530775227919e-06,9.22563041067311e-05,7.962943935961002e-06
Cyprus,2020.0,4.0,% of GDP (annualized),25535000000.0,-6.385675438263791e-05,-2.0658179254977135e-05,-3.0300267441809875e-06,2.7017418927849007e-05,1.9211182943992745e-05
Cyprus,2021.0,1.0,% of GDP (annualized),30393000000.0,-4.39668614049592e-05,-1.8715909762857448e-06,-1.9782108825212804e-06,4.774668399119875e-05,-3.6732026800040342e-06
Cyprus,2021.0,2.0,% of GDP (annualized),30393000000.0,-1.32617410872082e-05,-6.698622271039058e-06,-1.2176202436803348e-06,1.5327216478231934e-06,6.248017412026278e-06
Cyprus,2021.0,3.0,% of GDP (annualized),30393000000.0,-6.105644087963774e-06,-5.831324227712069e-06,1.3039859329263856e-07,-7.928059431403596e-06,8.083631566731523e-06
Cyprus,2021.0,4.0,% of GDP (annualized),30393000000.0,7.20953960635032e-06,-7.359229361115254e-06,-5.06815100494574e-06,-1.9211847483078644e-05,9.711229520558808e-06
Cyprus,2022.0,1.0,% of GDP (annualized),31001000000.0,-1.7951555946704117e-05,-8.82315933640864e-06,9.036946649917756e-07,3.0062988129428895e-05,-2.1838286184125185e-05
Cyprus,2022.0,2.0,% of GDP (annualized),31001000000.0,1.1149035957442435e-05,-2.5898764788580767e-05,-3.406978168177416e-06,-4.003149235577205e-05,6.390669777926264e-06
Cyprus,2022.0,3.0,% of GDP (annualized),31001000000.0,-3.159849153273378e-05,7.169330446149088e-06,-9.509365074979084e-07,2.0283867245375517e-06,3.7690371761843234e-05
Cyprus,2022.0,4.0,% of GDP (annualized),31001000000.0,-3.233169850271997e-05,7.203234898007827e-06,6.340354628483249e-07,7.54341630832069e-06,3.135748162955875e-05
Cyprus,2023.0,1.0,% of GDP (annualized),33897000000.0,-1.997301281650335e-05,-1.542062850519397e-05,-1.5424477764489248e-06,9.457184189231666e-06,-3.3623521014733584e-06
Cyprus,2023.0,2.0,% of GDP (annualized),33897000000.0,-7.481692879572708e-05,-1.1111168705769866e-05,1.1557760222678512e-06,4.275270003921578e-05,1.979728402847361e-05
Cyprus,2023.0,3.0,% of GDP (annualized),33897000000.0,-2.8156581940434205e-05,-4.677952485528246e-06,1.4015083798604962e-07,-5.955946163712323e-06,2.929442478063224e-05
Cyprus,2023.0,4.0,% of GDP (annualized),33897000000.0,-2.1337634609862465e-05,-5.448987464219081e-06,1.2060668648043946e-07,1.2712200168419435e-05,3.055840290743504e-06
Cyprus,2024.0,1.0,% of GDP (annualized),36156000000.0,1.0113253384768269e-05,-1.060480816864328e-05,1.5450587916925614e-07,-2.565224711774318e-05,4.77967968516238e-06
Cyprus,2024.0,2.0,% of GDP (annualized),36156000000.0,-2.445128460614915e-05,-3.5940291999730667e-06,2.4406757130682786e-06,1.4985921412426606e-05,3.4306582806811927e-06
Cyprus,2024.0,3.0,% of GDP (annualized),36156000000.0,-1.1530780302715244e-05,-7.334552815551461e-07,-7.74807099545768e-07,2.099933182233245e-06,9.472198938472615e-06
Cyprus,2024.0,4.0,% of GDP (annualized),36156000000.0,-3.586111155337874e-05,-1.904041354828126e-05,-1.6871914385331897e-07,-7.631884879155962e-06,2.462130202810675e-05
Cyprus,2025.0,1.0,% of GDP (annualized),38736000000.0,-2.8639449415866936e-05,-9.023408063674136e-06,1.0206492300901217e-07,-3.3998347360536628e-06,2.291381116523744e-05
Malta,1999.0,1.0,% of GDP (annualized),3827000000.0,6.084416807398664e-07,-8.066164645107791e-06,0.0,-1.746073137447974e-05,8.786125048632084e-06
Malta,1999.0,2.0,% of GDP (annualized),3827000000.0,-4.026728449754075e-05,-1.9923902369535372e-05,0.0,3.888666963889459e-06,1.645471516411592e-05
Malta,1999.0,3.0,% of GDP (annualized),3827000000.0,-1.3115128442061322e-05,5.200081518992747e-06,0.0,-4.785629806856587e-06,2.310083976791066e-05
Malta,1999.0,4.0,% of GDP (annualized),3827000000.0,-3.067065336018471e-05,-2.268647257609302e-05,0.0,3.618965327997752e-06,4.365215456093935e-06
Malta,2000.0,1.0,% of GDP (annualized),4042000000.0,-2.6949565397516736e-06,-9.221734029122698e-06,0.0,-8.735982668237213e-07,-5.6531792225472914e-06
Malta,2000.0,2.0,% of GDP (annualized),4042000000.0,-5.9460473361511125e-06,-4.330573265622923e-06,0.0,-1.3414647671651322e-05,1.5030121742179516e-05
Malta,2000.0,3.0,% of GDP (annualized),4042000000.0,-5.995364367999458e-06,-2.020531420372552e-06,0.0,1.6445737524148045e-05,-1.2470904576521138e-05
Malta,2000.0,4.0,% of GDP (annualized),4042000000.0,-4.276702333246407e-05,-7.376912845390401e-06,0.0,-3.807380323552993e-05,7.346391372260359e-05
Malta,2001.0,1.0,% of GDP (annualized),4072000000.0,3.8227109933586186e-05,1.256682312804043e-06,0.0,-3.905483282157745e-05,2.0844052007953713e-06
Malta,2001.0,2.0,% of GDP (annualized),4072000000.0,-2.437000887736503e-05,-7.722864937037427e-08,0.0,8.069027314745226e-05,-5.6397492919457674e-05
Malta,2001.0,3.0,% of GDP (annualized),4072000000.0,4.922977191157288e-06,-9.447158527082018e-06,0.0,-4.535261283595265e-05,3.0982477117713437e-05
Malta,2001.0,4.0,% of GDP (annualized),4072000000.0,-4.143534599411884e-05,-5.730932248947931e-06,0.0,-3.654240998813989e-05,7.224682373331084e-05
Malta,2002.0,1.0,% of GDP (annualized),4462000000.0,3.33456432983795e-05,-4.708358639384016e-06,0.0,-1.9895616043440464e-05,-1.815838589432299e-05
Malta,2002.0,2.0,% of GDP (annualized),4462000000.0,-5.257101746841885e-06,-7.730333603233937e-06,0.0,-2.5985633204424145e-05,2.351240134803192e-05
Malta,2002.0,3.0,% of GDP (annualized),4462000000.0,-1.337893848116233e-05,1.5389032981393546e-06,0.0,-8.290379804787191e-06,2.320822158408896e-05
Malta,2002.0,4.0,% of GDP (annualized),4462000000.0,2.1228231620492684e-05,-9.798638001988534e-06,0.0,-3.679648615558008e-05,5.7696165330989635e-06
Malta,2003.0,1.0,% of GDP (annualized),5425000000.0,-2.0133205783255768e-06,-3.240153364365353e-06,0.0,-1.2185785941041326e-05,1.0958953155001548e-05
Malta,2003.0,2.0,% of GDP (annualized),5425000000.0,-1.1497781487328376e-06,-6.406440739121651e-06,0.0,-3.17941162162327e-05,2.6537453625843814e-05
Malta,2003.0,3.0,% of GDP (annualized),5425000000.0,-4.072085875254612e-06,1.138937418636721e-06,0.0,-5.174029329240809e-05,5.695131658629942e-05
Malta,2003.0,4.0,% of GDP (annualized),5425000000.0,-2.4605217182219165e-05,-1.060401718322621e-05,-1.8480930112071564e-06,-7.02566528396976e-06,2.287495829417005e-05
Malta,2004.0,1.0,% of GDP (annualized),6109000000.0,-2.823493934457359e-05,2.2485476071370276e-06,6.080181136028812e-07,-2.7855337165820925e-05,5.773080600392865e-05
Malta,2004.0,2.0,% of GDP (annualized),6109000000.0,-4.287339450750387e-05,3.9032136618103315e-06,2.229035393712565e-06,2.0606671314380698e-05,2.3940901461220928e-05
Malta,2004.0,3.0,% of GDP (annualized),6109000000.0,-2.878576976855856e-05,-1.4211705028150945e-06,9.1522071380032e-07,-6.545457554197851e-05,9.190395409392164e-05
Malta,2004.0,4.0,% of GDP (annualized),6109000000.0,-4.1197191172289654e-05,1.0606893761117576e-05,3.2743649745185008e-06,8.602108548440694e-07,4.7669509104044655e-05
Malta,2005.0,1.0,% of GDP (annualized),6392000000.0,-0.0001810896249878,-8.888909927287815e-06,8.254219312164098e-06,-4.9161361268317466e-05,0.0002131078570167
Malta,2005.0,2.0,% of GDP (annualized),6392000000.0,-0.0001757604325424,-6.827483966698848e-06,7.249515030923448e-06,-3.0969605851016465e-05,0.0001926530393958
Malta,2005.0,3.0,% of GDP (annualized),6392000000.0,-0.0001619504649319,-6.249233443319236e-06,7.136035243599882e-06,-8.336148385826897e-05,0.0002319266801033
Malta,2005.0,4.0,% of GDP (annualized),6392000000.0,-0.0001589863997082,-2.684509911021627e-07,6.287991118859511e-06,-0.0001406209845666,0.000293050942165
Malta,2006.0,1.0,% of GDP (annualized),6783000000.0,-0.0001322912359089,-3.954935726211406e-06,2.5739923504325613e-06,2.3502717386406453e-05,0.0001022595904459
Malta,2006.0,2.0,% of GDP (annualized),6783000000.0,-0.0001841177785928,-1.4002968891555254e-05,2.4343701494057796e-06,-3.4889284976017e-05,0.0002025697245278
Malta,2006.0,3.0,% of GDP (annualized),6783000000.0,-0.0001380275593566,3.919641899318438e-06,4.768647155807985e-06,8.193280214994352e-05,5.5245751950254725e-05
Malta,2006.0,4.0,% of GDP (annualized),6783000000.0,-0.0001455939754226,-1.5505361378236104e-05,3.7006083558758263e-06,1.9887345365721323e-05,0.0001065006603228
Malta,2007.0,1.0,% of GDP (annualized),7972000000.0,-0.0002493196150258,9.156609547479326e-07,7.264499597811084e-06,4.263505714081314e-05,0.0002003357192419
Malta,2007.0,2.0,% of GDP (annualized),7972000000.0,-0.0002615107496099,2.393571913794847e-07,5.728297521680637e-06,3.0291729794813677e-05,0.0002257300794848
Malta,2007.0,3.0,% of GDP (annualized),7972000000.0,-0.0002732242070947,-6.102295770644751e-06,4.5158724980276135e-06,0.0001156055253006,0.0001470005135253
Malta,2007.0,4.0,% of GDP (annualized),7972000000.0,-0.0002672253591403,-4.210643543081259e-05,4.724314930828209e-06,1.8961614834059824e-05,0.0002014329939446
Malta,2008.0,1.0,% of GDP (annualized),9171000000.0,1.6914460896599573e-05,-1.928340759690672e-05,2.3529239297787263e-06,-8.607510710763868e-05,4.752431468435368e-05
Malta,2008.0,2.0,% of GDP (annualized),9171000000.0,1.8425501789008816e-05,-6.68468872015047e-06,-1.4143175990350004e-05,-0.0001569641211373,0.0001459971066185
Malta,2008.0,3.0,% of GDP (annualized),9171000000.0,1.6836220397101234e-05,2.7653590531913345e-05,-5.005314032275564e-06,-8.852423227485692e-05,0.0001043469164419
Malta,2008.0,4.0,% of GDP (annualized),9171000000.0,5.607124398491157e-06,-1.1539978707740437e-05,1.4246638198601571e-05,7.994674346338323e-05,-0.0001113404847682
Malta,2009.0,1.0,% of GDP (annualized),8760000000.0,-8.36535198414427e-05,-1.415416740447905e-05,2.4424216695049324e-05,-1.2877548716517914e-05,5.795268445843224e-05
Malta,2009.0,2.0,% of GDP (annualized),8760000000.0,-7.375982552721947e-05,5.267815570430032e-06,-6.729328156171654e-06,-1.348286380500054e-05,9.92398330588217e-05
Malta,2009.0,3.0,% of GDP (annualized),8760000000.0,-9.054013255142923e-05,-1.4209345959839046e-06,1.01054412293272e-05,-9.938180501431812e-06,9.495126361139174e-05
Malta,2009.0,4.0,% of GDP (annualized),8760000000.0,-9.662378822693517e-05,4.7621687947946025e-06,1.876655001785067e-05,-7.347596031502753e-05,0.0001560953673189
Malta,2010.0,1.0,% of GDP (annualized),9104000000.0,-4.616621231210302e-05,7.011470835048778e-06,-4.644717472814899e-06,-1.5235908692386698e-05,7.305830931235343e-05
Malta,2010.0,2.0,% of GDP (annualized),9104000000.0,-8.14932818964074e-05,1.2651608301419992e-05,6.116074437121692e-07,-5.17051524815188e-06,9.870379800226714e-05
Malta,2010.0,3.0,% of GDP (annualized),9104000000.0,-8.010449617671929e-05,-2.9814223444546675e-05,-8.957170053176807e-06,2.2663130148453014e-06,5.698112977050409e-05
Malta,2010.0,4.0,% of GDP (annualized),9104000000.0,-5.214206397289248e-05,6.151422036667214e-06,-2.342287156521281e-06,7.349098422804508e-06,5.328667474327645e-05
Malta,2011.0,1.0,% of GDP (annualized),9788000000.0,-0.0001164989772097,2.2587355459344334e-05,-5.196513580979256e-07,-7.146605190041373e-06,0.0001467525892172
Malta,2011.0,2.0,% of GDP (annualized),9788000000.0,-0.0001210493003084,-2.671291740907223e-06,-7.647728944869298e-06,1.1136439604666511e-05,0.0001148892979077
Malta,2011.0,3.0,% of GDP (annualized),9788000000.0,-0.0001318666715771,-8.416794592562138e-06,-4.291574733588349e-06,-5.269941726502345e-05,0.0001804408689832
Malta,2011.0,4.0,% of GDP (annualized),9788000000.0,-0.0001285396406424,3.328327818527784e-06,-1.8171549493831737e-06,-8.687303855884762e-05,0.0002205581619691
Malta,2012.0,1.0,% of GDP (annualized),9616000000.0,-0.0001152680778865,-4.480746610265025e-06,-6.362655606329306e-06,3.60426835864591e-05,8.110730329614247e-05
Malta,2012.0,2.0,% of GDP (annualized),9616000000.0,-0.0001152676379237,2.775281169921693e-05,2.809467498443375e-06,-9.61843426801406e-06,0.0001498294163925
