COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Gross domestic product (GDP), Current prices, US dollar"
"Estonia, Republic of",2012.0,1.0,"US dollar, Nominal (Current Prices)",-103186681.7923095,25047207.35384659,-30686368.23076977,8795622.846154002,150124634.5307719,23252000000.0
"Estonia, Republic of",2012.0,2.0,"US dollar, Nominal (Current Prices)",-323772791.6564425,75940850.81128813,-14480056.93548346,661332391.5048201,-247138692.101606,23252000000.0
"Estonia, Republic of",2012.0,3.0,"US dollar, Nominal (Current Prices)",-194984399.4815361,31427398.8969227,-24879867.84615355,-62437216.09230695,313728882.3169193,23252000000.0
"Estonia, Republic of",2012.0,4.0,"US dollar, Nominal (Current Prices)",116067057.5625,435502376.0999999,-9520325.512499996,397020395.6812499,-68064751.63124998,23252000000.0
"Estonia, Republic of",2013.0,1.0,"US dollar, Nominal (Current Prices)",109239792.2903256,-33969219.96774285,-5757942.580645318,-159222959.9032302,21709820.66129091,25451000000.0
"Estonia, Republic of",2013.0,2.0,"US dollar, Nominal (Current Prices)",-386762157.6825259,286161413.5301485,-12427488.83174559,967162721.8602833,-281866523.5491963,25451000000.0
"Estonia, Republic of",2013.0,3.0,"US dollar, Nominal (Current Prices)",-59789320.63030361,80455778.97272806,-36030904.81818217,-77317475.2454553,253506083.8666691,25451000000.0
"Estonia, Republic of",2013.0,4.0,"US dollar, Nominal (Current Prices)",90612666.61406244,230250543.5312498,-77245124.12343745,-511320068.5937496,728162240.2437495,25451000000.0
"Estonia, Republic of",2014.0,1.0,"US dollar, Nominal (Current Prices)",-181967904.1460256,-254218718.0126898,13463480.06349161,84239200.5396797,-170243856.3999943,27063000000.0
"Estonia, Republic of",2014.0,2.0,"US dollar, Nominal (Current Prices)",-114354308.5887129,125827443.9435519,-51311020.25806597,-274307749.0645239,565804635.0725967,27063000000.0
"Estonia, Republic of",2014.0,3.0,"US dollar, Nominal (Current Prices)",-267268502.8227293,76857241.65000059,-13685072.05454556,513831772.6454584,-156015653.8818194,27063000000.0
"Estonia, Republic of",2014.0,4.0,"US dollar, Nominal (Current Prices)",-81344787.89062501,378778306.6406251,-44253084.37500001,97077329.29687504,407298849.6093751,27063000000.0
"Estonia, Republic of",2015.0,1.0,"US dollar, Nominal (Current Prices)",-211798191.7142937,93513776.71428928,-83001233.14286026,312647663.0000117,75661034.00000285,23314000000.0
"Estonia, Republic of",2015.0,2.0,"US dollar, Nominal (Current Prices)",427634863.7741799,445948098.4386954,18994081.58064455,321696852.0580542,-322379909.5161187,23314000000.0
"Estonia, Republic of",2015.0,3.0,"US dollar, Nominal (Current Prices)",-164030627.4,292826396.4,-3460566.45,-17675235.0,477992825.25,23314000000.0
"Estonia, Republic of",2015.0,4.0,"US dollar, Nominal (Current Prices)",88540593.71384868,108786673.8830801,-27330291.50461617,-320199123.5723168,367774399.9753951,23314000000.0
"Estonia, Republic of",2016.0,1.0,"US dollar, Nominal (Current Prices)",-234248148.2999896,-266107977.0386979,-15036745.9838703,-637808182.9838427,620981794.2386822,24554000000.0
"Estonia, Republic of",2016.0,2.0,"US dollar, Nominal (Current Prices)",65615351.2584624,182033873.2353869,8109039.296923183,-735114167.6184711,843420262.5923187,24554000000.0
"Estonia, Republic of",2016.0,3.0,"US dollar, Nominal (Current Prices)",-20797211.17424264,250861823.484851,7177689.848484923,-212214184.507578,476689946.1742474,24554000000.0
"Estonia, Republic of",2016.0,4.0,"US dollar, Nominal (Current Prices)",-370573478.0859375,144441645.8203125,-6299961.679687501,-260039846.6015625,781319326.9921876,24554000000.0
"Estonia, Republic of",2017.0,1.0,"US dollar, Nominal (Current Prices)",-55315135.35692188,327059828.5015314,19497496.45846112,-96867770.48307484,459706905.1938362,27460000000.0
"Estonia, Republic of",2017.0,2.0,"US dollar, Nominal (Current Prices)",-197621943.8532275,216339428.6000019,12093679.56935494,-412204576.2048422,813957647.5016199,27460000000.0
"Estonia, Republic of",2017.0,3.0,"US dollar, Nominal (Current Prices)",-563730644.3769269,199134765.9000013,11258614.73076931,-154927230.7923088,906452978.4076984,27460000000.0
"Estonia, Republic of",2017.0,4.0,"US dollar, Nominal (Current Prices)",-268531069.3999968,172337479.1571409,-911296.542857132,-401301324.2428524,836863395.3857044,27460000000.0
"Estonia, Republic of",2018.0,1.0,"US dollar, Nominal (Current Prices)",64693547.85714363,-52687811.92857195,16114999.28571448,-370830594.9285759,237829609.2142886,31237000000.0
"Estonia, Republic of",2018.0,2.0,"US dollar, Nominal (Current Prices)",-890412747.761922,176357271.3428606,12377203.06666691,1198640610.538118,-144302603.0619076,31237000000.0
"Estonia, Republic of",2018.0,3.0,"US dollar, Nominal (Current Prices)",-220925708.4738389,-54504032.2061521,10713811.8738458,-539931695.6030593,695604672.9507465,31237000000.0
"Estonia, Republic of",2018.0,4.0,"US dollar, Nominal (Current Prices)",-441840778.7500001,121231704.4500001,18912063.7125,328739355.5375001,213646167.5125,31237000000.0
"Estonia, Republic of",2019.0,1.0,"US dollar, Nominal (Current Prices)",-179343987.4285669,-70627946.2857125,-6774876.571428399,47285571.88571308,68198531.19999826,31877000000.0
"Estonia, Republic of",2019.0,2.0,"US dollar, Nominal (Current Prices)",-57623336.00000001,213916521.6000001,-8092887.400000002,454756895.2000001,-175158984.9,31877000000.0
"Estonia, Republic of",2019.0,3.0,"US dollar, Nominal (Current Prices)",-803852088.987861,204053666.2151471,-364717.1151515071,773467150.3030132,234788866.7636312,31877000000.0
"Estonia, Republic of",2019.0,4.0,"US dollar, Nominal (Current Prices)",-178473277.24375,4962050.2125,-20937593.4,95120354.78749998,109237066.58125,31877000000.0
"Estonia, Republic of",2020.0,1.0,"US dollar, Nominal (Current Prices)",-539409601.3546875,-39545831.8625,-24571696.33124999,567723728.9078124,-43256285.91718749,31795000000.0
"Estonia, Republic of",2020.0,2.0,"US dollar, Nominal (Current Prices)",-514406085.1483842,263171599.0967726,-27250056.63870952,-1519015808.309669,2322007493.883858,31795000000.0
"Estonia, Republic of",2020.0,3.0,"US dollar, Nominal (Current Prices)",-1212588119.76666,-277661856.453029,-2700183.499999986,120841978.4545448,816782130.5378746,31795000000.0
"Estonia, Republic of",2020.0,4.0,"US dollar, Nominal (Current Prices)",-1168268687.003115,-457571991.8769378,3923443.040000127,565276408.172326,146219528.9230816,31795000000.0
"Estonia, Republic of",2021.0,1.0,"US dollar, Nominal (Current Prices)",-1605075105.990451,-941878782.5618902,1950648.295238065,374529292.0761847,286722407.2952337,37229000000.0
"Estonia, Republic of",2021.0,2.0,"US dollar, Nominal (Current Prices)",-361723187.2222089,-828726241.1999694,2948289.666666558,-1409347576.266615,939367292.3555208,37229000000.0
"Estonia, Republic of",2021.0,3.0,"US dollar, Nominal (Current Prices)",-23281270.07575789,-261195382.7395319,-7645686.972727375,242969228.5030335,-467994786.4697032,37229000000.0
"Estonia, Republic of",2021.0,4.0,"US dollar, Nominal (Current Prices)",778083513.5985136,3280491804.09709,-33379516.8636376,446609702.2500165,2089160952.225835,37229000000.0
"Estonia, Republic of",2022.0,1.0,"US dollar, Nominal (Current Prices)",-1820342313.234375,-873769694.4375,-59405526.184375,592618384.159375,409464150.9875,38406000000.0
"Estonia, Republic of",2022.0,2.0,"US dollar, Nominal (Current Prices)",2574267707.304808,-86333726.2238111,-37355458.09047686,-2918075900.685767,294502012.314291,38406000000.0
"Estonia, Republic of",2022.0,3.0,"US dollar, Nominal (Current Prices)",-221322892.4878775,-311782191.5727254,-90063563.56666614,-262868073.1727257,242597956.1727259,38406000000.0
"Estonia, Republic of",2022.0,4.0,"US dollar, Nominal (Current Prices)",-697285764.2374997,-552632334.0187498,23838297.48124999,1961262528.793749,-1838157351.981249,38406000000.0
"Estonia, Republic of",2023.0,1.0,"US dollar, Nominal (Current Prices)",-781177451.1661872,-595067752.8000253,-196025348.2338545,847553611.8431131,-465994769.5477122,41303000000.0
"Estonia, Republic of",2023.0,2.0,"US dollar, Nominal (Current Prices)",-298390592.5564614,-308858241.4516231,-103022785.5016163,139319344.4371013,-47036377.58871122,41303000000.0
"Estonia, Republic of",2023.0,3.0,"US dollar, Nominal (Current Prices)",33031930.4307704,-680991319.4077165,11308875.61538502,-1700919110.423137,978895837.8923424,41303000000.0
"Estonia, Republic of",2023.0,4.0,"US dollar, Nominal (Current Prices)",-2098615373.166716,260929690.6825458,-52374726.25396947,2644149601.539744,-224075153.8571481,41303000000.0
"Estonia, Republic of",2024.0,1.0,"US dollar, Nominal (Current Prices)",496117933.8412691,-4648255.4380953,-43467323.04444438,-247524759.5682536,-209713302.5777775,42752000000.0
"Estonia, Republic of",2024.0,2.0,"US dollar, Nominal (Current Prices)",402678332.8317607,16798945.8158737,-38428046.15873155,737161688.5968522,-1084673325.631785,42752000000.0
"Estonia, Republic of",2024.0,3.0,"US dollar, Nominal (Current Prices)",-837234691.2909434,262781346.6909201,-20902612.3454554,1215736616.727323,-94657607.96364024,42752000000.0
"Estonia, Republic of",2024.0,4.0,"US dollar, Nominal (Current Prices)",-331932273.2250001,226748501.05,-3873066.575000001,402788242.4250001,160015542.6,42752000000.0
"Estonia, Republic of",2025.0,1.0,"US dollar, Nominal (Current Prices)",1562641546.071473,-431872438.4127106,29631825.47619132,-2326684453.96832,302631250.0396911,45004000000.0
"Latvia, Republic of",1999.0,1.0,"US dollar, Nominal (Current Prices)",-62600000.0,-157900000.0,0.0,-68200000.0,-22900000.0,7325000000.0
"Latvia, Republic of",1999.0,2.0,"US dollar, Nominal (Current Prices)",-82000000.0,-210900000.0,0.0,5300000.0,-130100000.0,7325000000.0
"Latvia, Republic of",1999.0,3.0,"US dollar, Nominal (Current Prices)",-38200000.0,-42900000.00000002,0.0,-42900000.0,42300000.0,7325000000.0
"Latvia, Republic of",1999.0,4.0,"US dollar, Nominal (Current Prices)",-147800000.0,-356700000.0,0.0,-43700000.0,-162600000.0,7325000000.0
"Latvia, Republic of",2000.0,1.0,"US dollar, Nominal (Current Prices)",-80889089.23076849,-46363258.46153804,0.0,-41430996.92307654,77929732.30769159,7765000000.0
"Latvia, Republic of",2000.0,2.0,"US dollar, Nominal (Current Prices)",-68123482.25806661,-22396761.29032327,933198.3870968028,34528340.32258171,11198380.64516163,7765000000.0
"Latvia, Republic of",2000.0,3.0,"US dollar, Nominal (Current Prices)",-58840500.00000267,-82376700.00000374,-905238.4615385026,-56124784.61538716,36209538.4615401,7765000000.0
"Latvia, Republic of",2000.0,4.0,"US dollar, Nominal (Current Prices)",-109406000.0000014,-171055412.6984149,-1736603.174603196,-189289746.0317484,130245238.0952397,7765000000.0
"Latvia, Republic of",2001.0,1.0,"US dollar, Nominal (Current Prices)",-6462509.375000011,-50776859.37500009,1846431.250000003,-72010818.75000013,26773253.12500005,8192000000.0
"Latvia, Republic of",2001.0,2.0,"US dollar, Nominal (Current Prices)",-68928901.61290449,-56713653.2258075,-1745035.483871,-155308158.064519,172758512.903229,8192000000.0
"Latvia, Republic of",2001.0,3.0,"US dollar, Nominal (Current Prices)",-80124369.23077227,-184286049.2307762,0.0,-89917347.6923111,-11573520.00000044,8192000000.0
"Latvia, Republic of",2001.0,4.0,"US dollar, Nominal (Current Prices)",66295073.01587568,-429126215.8730332,-895879.3650794011,-200676977.7777858,-293848431.7460436,8192000000.0
"Latvia, Republic of",2002.0,1.0,"US dollar, Nominal (Current Prices)",-29804290.32257908,-52595806.45161014,0.0,-54348999.99999715,33310677.41935309,9256000000.0
"Latvia, Republic of",2002.0,2.0,"US dollar, Nominal (Current Prices)",-87287658.73016246,-59723134.92063756,1837634.920634999,-60641952.38095497,88206476.19047996,9256000000.0
"Latvia, Republic of",2002.0,3.0,"US dollar, Nominal (Current Prices)",-76732618.18181705,-236100363.6363601,-2951254.545454502,-177075272.7272701,22626284.84848452,9256000000.0
"Latvia, Republic of",2002.0,4.0,"US dollar, Nominal (Current Prices)",-12991712.49999999,-216861662.4999998,0.0,-225855924.9999998,21985974.99999998,9256000000.0
"Latvia, Republic of",2003.0,1.0,"US dollar, Nominal (Current Prices)",-91216738.09523848,43998661.90476206,6438828.571428599,79412219.04761939,50437490.47619069,11249000000.0
"Latvia, Republic of",2003.0,2.0,"US dollar, Nominal (Current Prices)",-81881303.22580323,-280898359.6774082,-6823441.935483602,-228585304.8387007,39803411.29032101,11249000000.0
"Latvia, Republic of",2003.0,3.0,"US dollar, Nominal (Current Prices)",-10122845.4545454,-329554857.5757559,0.0,-460027087.8787856,142844596.9696962,11249000000.0
"Latvia, Republic of",2003.0,4.0,"US dollar, Nominal (Current Prices)",-47559437.49999999,-299624456.25,-2377971.875,-210450510.9375,-35669578.125,11249000000.0
"Latvia, Republic of",2004.0,1.0,"US dollar, Nominal (Current Prices)",-92479650.00000004,-271190325.0000001,9997800.000000004,-103727175.0,-84981300.00000003,13831000000.0
"Latvia, Republic of",2004.0,2.0,"US dollar, Nominal (Current Prices)",-107210106.349203,-517981412.6983967,4818431.746031597,-243330803.1745957,-173463542.8571375,13831000000.0
"Latvia, Republic of",2004.0,3.0,"US dollar, Nominal (Current Prices)",-116088848.4848505,-475353284.848493,-3665963.636363699,-556004484.8484944,199184024.2424277,13831000000.0
"Latvia, Republic of",2004.0,4.0,"US dollar, Nominal (Current Prices)",-190758781.8181836,-660518503.0303092,28548933.3333336,-336098806.0606092,-162209848.48485,13831000000.0
"Latvia, Republic of",2005.0,1.0,"US dollar, Nominal (Current Prices)",-228165638.7096691,-458953870.9677251,-22292045.16128951,-287173993.5483766,79989103.22580352,16332000000.0
"Latvia, Republic of",2005.0,2.0,"US dollar, Nominal (Current Prices)",-107046515.384618,-552863767.6923215,31484269.23077001,-377811230.7692401,-100749661.538464,16332000000.0
"Latvia, Republic of",2005.0,3.0,"US dollar, Nominal (Current Prices)",-158589757.575756,-803928078.7878708,37817557.5757572,-990576024.2424144,308640066.6666636,16332000000.0
"Latvia, Republic of",2005.0,4.0,"US dollar, Nominal (Current Prices)",-90317568.74999996,-781960003.1249996,22579392.18749999,-558542859.3749998,-156867356.2499999,16332000000.0
"Latvia, Republic of",2006.0,1.0,"US dollar, Nominal (Current Prices)",-391950301.5384492,-937795199.9999704,12023015.38461501,-751438461.5384378,193570547.6923016,20453000000.0
"Latvia, Republic of",2006.0,2.0,"US dollar, Nominal (Current Prices)",-391313743.5483883,-1499826309.677424,-37747306.45161302,-936133200.0000027,-134632059.6774198,20453000000.0
"Latvia, Republic of",2006.0,3.0,"US dollar, Nominal (Current Prices)",-244665009.2307647,-1784015692.30766,-11468672.3076921,-1586499669.23074,57343361.53846049,20453000000.0
"Latvia, Republic of",2006.0,4.0,"US dollar, Nominal (Current Prices)",-465218407.9365259,-1899534441.269915,-20619098.41269921,-1255187615.873064,-159798012.6984189,20453000000.0
"Latvia, Republic of",2007.0,1.0,"US dollar, Nominal (Current Prices)",-399728710.9374998,-1541249062.499999,-52423437.49999998,-1246367226.562499,157270312.4999999,29463000000.0
"Latvia, Republic of",2007.0,2.0,"US dollar, Nominal (Current Prices)",-795401838.709666,-1918401383.87094,-29659051.6129028,-1466774916.129011,370738145.161285,29463000000.0
"Latvia, Republic of",2007.0,3.0,"US dollar, Nominal (Current Prices)",-453363646.1538362,-2310780766.153795,-28850413.84615321,-2004416847.692264,174476312.3076885,29463000000.0
"Latvia, Republic of",2007.0,4.0,"US dollar, Nominal (Current Prices)",-295515993.7499999,-1286363737.499999,-127477487.4999999,-821360629.6874996,-42009626.56249998,29463000000.0
"Latvia, Republic of",2008.0,1.0,"US dollar, Nominal (Current Prices)",-545127574.193566,-1964855432.258128,-44928096.774195,-732327977.4193785,-643969387.096795,34296000000.0
"Latvia, Republic of",2008.0,2.0,"US dollar, Nominal (Current Prices)",-415548524.9999998,-1237272299.999999,-112479299.9999999,-1071677774.999999,362433299.9999998,34296000000.0
"Latvia, Republic of",2008.0,3.0,"US dollar, Nominal (Current Prices)",-341640159.090903,-1163382568.181798,-10535159.0909089,-769066613.6363499,-42140636.36363561,34296000000.0
"Latvia, Republic of",2008.0,4.0,"US dollar, Nominal (Current Prices)",210872250.0,353211018.7499997,259636457.8125001,-80395045.31250001,-36902643.75000001,34296000000.0
"Latvia, Republic of",2009.0,1.0,"US dollar, Nominal (Current Prices)",-59931574.6031738,889853596.8253849,-290537850.7936469,1298951736.507919,-59931574.6031738,25758000000.0
"Latvia, Republic of",2009.0,2.0,"US dollar, Nominal (Current Prices)",132229304.8387078,1849847079.032232,-61343491.93548299,1856663022.580619,-76338567.74193439,25758000000.0
"Latvia, Republic of",2009.0,3.0,"US dollar, Nominal (Current Prices)",-68654618.181816,-1779479424.901272,-12872740.9090905,-1753553372.727217,57212181.81818,25758000000.0
"Latvia, Republic of",2009.0,4.0,"US dollar, Nominal (Current Prices)",-47294178.46153922,554228653.8461627,11823544.6153848,679853815.3846263,-90154527.69230914,25758000000.0
"Latvia, Republic of",2010.0,1.0,"US dollar, Nominal (Current Prices)",99569371.42856888,-96803555.5555531,127227530.1587269,-311154285.7142777,-13829079.36507901,23509000000.0
"Latvia, Republic of",2010.0,2.0,"US dollar, Nominal (Current Prices)",-119450574.6031753,573108607.9365112,167739104.7619057,552776595.2380983,-29227268.25396842,23509000000.0
"Latvia, Republic of",2010.0,3.0,"US dollar, Nominal (Current Prices)",-147178490.9090917,-339543360.6060624,-82626521.21212164,-236260209.0909103,125230821.2121219,23509000000.0
"Latvia, Republic of",2010.0,4.0,"US dollar, Nominal (Current Prices)",-205098724.2424246,175216790.9090912,8149618.181818198,122244272.727273,249921624.2424247,23509000000.0
"Latvia, Republic of",2011.0,1.0,"US dollar, Nominal (Current Prices)",-377564981.2499998,514363887.4999997,-98495212.49999993,299589604.6874998,690834476.5624995,26832000000.0
"Latvia, Republic of",2011.0,2.0,"US dollar, Nominal (Current Prices)",-345374857.142856,-352570166.6666654,-76270280.95238069,397181085.7142844,-328106114.2857132,26832000000.0
"Latvia, Republic of",2011.0,3.0,"US dollar, Nominal (Current Prices)",-409683878.7878701,-252873842.424237,16952436.363636,-224619781.8181771,364477381.8181741,26832000000.0
"Latvia, Republic of",2011.0,4.0,"US dollar, Nominal (Current Prices)",-279068020.3125001,1155368567.1875,14829701.5625,1508585095.3125,-88978209.37500001,26832000000.0
"Latvia, Republic of",2012.0,1.0,"US dollar, Nominal (Current Prices)",-291002723.0769282,-884805576.9230925,-48500453.8461547,-294935192.3076975,-249056384.615389,27136000000.0
"Latvia, Republic of",2012.0,2.0,"US dollar, Nominal (Current Prices)",-60226785.48386928,334450872.5806357,110202203.2258034,-1281420.967741899,283194033.8709598,27136000000.0
"Latvia, Republic of",2012.0,3.0,"US dollar, Nominal (Current Prices)",-271303081.5384583,106270792.307691,17503424.61538441,453838795.38461,-95018590.76922964,27136000000.0
"Latvia, Republic of",2012.0,4.0,"US dollar, Nominal (Current Prices)",-296942868.7499999,-255448668.7499999,-85581787.49999999,1358935050.0,-1231859062.5,27136000000.0
"Latvia, Republic of",2013.0,1.0,"US dollar, Nominal (Current Prices)",-92444032.25806704,-80558370.96774413,-75275854.83871172,88482145.16129275,-1320629.032258101,29157000000.0
"Latvia, Republic of",2013.0,2.0,"US dollar, Nominal (Current Prices)",-97967380.95237748,-18287244.4444438,-62699123.80952158,227284323.8095157,-86211295.23809217,29157000000.0
"Latvia, Republic of",2013.0,3.0,"US dollar, Nominal (Current Prices)",-41049542.42424282,-124472806.0606073,-18538503.03030321,-270132472.7272753,205247712.1212141,29157000000.0
"Latvia, Republic of",2013.0,4.0,"US dollar, Nominal (Current Prices)",-262669079.6874998,8165878.125,-119766212.4999999,246337323.4374998,142902867.1874999,29157000000.0
"Latvia, Republic of",2014.0,1.0,"US dollar, Nominal (Current Prices)",50676374.6031729,290361930.1587204,-16435580.9523804,986134857.142824,-731383352.3809278,30285000000.0
"Latvia, Republic of",2014.0,2.0,"US dollar, Nominal (Current Prices)",-168641927.4193596,201547669.3548444,39761104.8387108,250906282.2580716,80893282.2580668,30285000000.0
"Latvia, Republic of",2014.0,3.0,"US dollar, Nominal (Current Prices)",-72905750.00000055,303553031.8181841,82184663.63636427,-198833863.6363651,493107981.8181856,30285000000.0
"Latvia, Republic of",2014.0,4.0,"US dollar, Nominal (Current Prices)",-158725195.3125,647398828.1250002,86236523.43750003,577409765.6250002,142477734.375,30285000000.0
"Latvia, Republic of",2015.0,1.0,"US dollar, Nominal (Current Prices)",-163290714.2857204,-65316285.71428816,212841000.000008,-1515788285.714343,1400921714.285767,26347000000.0
"Latvia, Republic of",2015.0,2.0,"US dollar, Nominal (Current Prices)",-161369561.2903174,-27631774.19354751,-37579212.9032246,-710689232.2580419,882006232.2580363,26347000000.0
"Latvia, Republic of",2015.0,3.0,"US dollar, Nominal (Current Prices)",-237893100.0,-140067900.0,-48912600.0,699227850.0,-550266750.0,26347000000.0
"Latvia, Republic of",2015.0,4.0,"US dollar, Nominal (Current Prices)",-107336535.3846185,615542172.3077099,75573683.07692523,-589255673.8461707,1236560698.461574,26347000000.0
"Latvia, Republic of",2016.0,1.0,"US dollar, Nominal (Current Prices)",81547761.29031897,427574748.3870778,5509983.870967498,-1135056677.419305,1475573680.645096,27110000000.0
"Latvia, Republic of",2016.0,2.0,"US dollar, Nominal (Current Prices)",165997601.5384637,-2258470.769230799,-3387706.153846198,223588606.1538491,-388456972.3076974,27110000000.0
"Latvia, Republic of",2016.0,3.0,"US dollar, Nominal (Current Prices)",-188710265.1515171,585113484.848491,12282916.66666679,481267007.5757626,280273825.7575787,27110000000.0
"Latvia, Republic of",2016.0,4.0,"US dollar, Nominal (Current Prices)",-148894453.125,-165078632.8125,196368046.875,-101420859.375,-111131367.1875,27110000000.0
"Latvia, Republic of",2017.0,1.0,"US dollar, Nominal (Current Prices)",-59628627.6923064,181015476.923073,-211894587.6923031,7453578.4615383,445085113.8461442,29381000000.0
"Latvia, Republic of",2017.0,2.0,"US dollar, Nominal (Current Prices)",-72740622.58064578,-127847154.8387108,-173034511.2903241,480528961.2903267,-362600982.2580676,29381000000.0
"Latvia, Republic of",2017.0,3.0,"US dollar, Nominal (Current Prices)",-461620823.0769262,-453398569.2307723,-183238800.0000013,-1065369176.923084,1256830230.769239,29381000000.0
"Latvia, Republic of",2017.0,4.0,"US dollar, Nominal (Current Prices)",-20015557.14285691,22370328.5714283,16483399.99999981,-1270399185.714271,1296301671.428556,29381000000.0
"Latvia, Republic of",2018.0,1.0,"US dollar, Nominal (Current Prices)",-93420285.71428683,63919142.8571437,-88503428.57142964,1241506428.571443,-996892785.7142977,33263000000.0
"Latvia, Republic of",2018.0,2.0,"US dollar, Nominal (Current Prices)",-2382980.952380999,736341114.2857285,145361838.0952409,1594214257.142888,-1000852000.000019,33263000000.0
"Latvia, Republic of",2018.0,3.0,"US dollar, Nominal (Current Prices)",-182575541.5384556,-56982175.38461352,-22095129.23076851,190715852.3076861,-44190258.46153702,33263000000.0
"Latvia, Republic of",2018.0,4.0,"US dollar, Nominal (Current Prices)",-472544775.0000001,156373512.5,118706900.0,115282662.5,394928725.0000001,33263000000.0
"Latvia, Republic of",2019.0,1.0,"US dollar, Nominal (Current Prices)",-195352685.7142807,332781028.57142,-43159314.28571319,1089204799.999972,-519047542.8571296,33103000000.0
"Latvia, Republic of",2019.0,2.0,"US dollar, Nominal (Current Prices)",-89896000.00000001,173049800.0,55061300.00000001,504541300.0000001,-295533100.0000001,33103000000.0
"Latvia, Republic of",2019.0,3.0,"US dollar, Nominal (Current Prices)",-424762006.0605967,-52261293.93939279,26686618.18181759,591553369.6969566,-245739275.7575703,33103000000.0
"Latvia, Republic of",2019.0,4.0,"US dollar, Nominal (Current Prices)",-317739493.7499999,126210112.5,32106081.24999999,32106081.24999999,379737443.7499999,33103000000.0
"Latvia, Republic of",2020.0,1.0,"US dollar, Nominal (Current Prices)",-160988496.875,37490471.875,-115779398.4375,-195170985.9374999,509429353.1249999,33353000000.0
"Latvia, Republic of",2020.0,2.0,"US dollar, Nominal (Current Prices)",-121155419.354838,604675683.8709643,-11014129.032258,-418536903.2258041,1155382135.483864,33353000000.0
"Latvia, Republic of",2020.0,3.0,"US dollar, Nominal (Current Prices)",-281707456.0606046,279369634.8484834,-106370865.1515146,-1165403874.242418,1832851830.303021,33353000000.0
"Latvia, Republic of",2020.0,4.0,"US dollar, Nominal (Current Prices)",-177741870.7692365,687109513.8461761,-11928984.615385,-411549969.2307825,1289523236.923119,33353000000.0
"Latvia, Republic of",2021.0,1.0,"US dollar, Nominal (Current Prices)",-515674780.952373,-171088361.9047593,-2409695.238095201,-97592657.14285564,444588771.4285646,38209000000.0
"Latvia, Republic of",2021.0,2.0,"US dollar, Nominal (Current Prices)",-785004733.3333044,-225492911.1111028,-44616244.4444428,-950205422.2221872,1554333488.888832,38209000000.0
"Latvia, Republic of",2021.0,3.0,"US dollar, Nominal (Current Prices)",-434976640.9090967,-837110601.3731039,50688334.84848553,-344209157.5757622,-108449460.6060621,38209000000.0
"Latvia, Republic of",2021.0,4.0,"US dollar, Nominal (Current Prices)",678110774.2424493,763875206.0606343,147514822.7272782,2176129516.666747,-2236736381.818264,38209000000.0
"Latvia, Republic of",2022.0,1.0,"US dollar, Nominal (Current Prices)",-667402203.125,-327531837.5,213120031.25,-840141596.875,968013615.625,38045000000.0
"Latvia, Republic of",2022.0,2.0,"US dollar, Nominal (Current Prices)",-338559457.1428632,-191637428.571432,126693633.3333356,-321525019.0476248,342818066.6666728,38045000000.0
"Latvia, Republic of",2022.0,3.0,"US dollar, Nominal (Current Prices)",-407819045.4545431,41285384.8484846,78542927.27272682,307122984.8484831,62431557.57575721,38045000000.0
"Latvia, Republic of",2022.0,4.0,"US dollar, Nominal (Current Prices)",28574524.99999999,293909399.9999999,71436312.49999997,518423524.9999997,-325545481.2499998,38045000000.0
"Latvia, Republic of",2023.0,1.0,"US dollar, Nominal (Current Prices)",-292930680.0000125,-359457061.5384769,-204944175.3846241,469976695.3846354,-331558901.5384757,42584000000.0
"Latvia, Republic of",2023.0,2.0,"US dollar, Nominal (Current Prices)",-186164114.5161351,-152415064.516134,15241506.4516134,-117577335.4838748,137173558.0645206,42584000000.0
"Latvia, Republic of",2023.0,3.0,"US dollar, Nominal (Current Prices)",-415783492.3077071,-47891292.30769401,52245046.15384801,1014424646.153882,-699865930.7692556,42584000000.0
"Latvia, Republic of",2023.0,4.0,"US dollar, Nominal (Current Prices)",224696563.4920687,371985698.4127071,-44079230.15873119,927814039.6825612,-736445674.6031919,42584000000.0
"Latvia, Republic of",2024.0,1.0,"US dollar, Nominal (Current Prices)",-644957657.1428562,-157439158.7301586,-11943660.3174603,1226939650.793649,-726391704.7619036,43508000000.0
"Latvia, Republic of",2024.0,2.0,"US dollar, Nominal (Current Prices)",-96904571.42857496,124899225.3968299,12920609.52380999,1153164400.000042,-944281212.698447,43508000000.0
"Latvia, Republic of",2024.0,3.0,"US dollar, Nominal (Current Prices)",-19770218.18181899,489862072.7272928,-59310654.54545697,873184636.3636721,-304241690.9091034,43508000000.0
"Latvia, Republic of",2024.0,4.0,"US dollar, Nominal (Current Prices)",-301214775.0,55543149.99999997,59815700.00000001,350349100.0000001,-52338737.50000001,43508000000.0
"Latvia, Republic of",2025.0,1.0,"US dollar, Nominal (Current Prices)",404099047.6190591,-271504047.6190553,22099166.66666729,-1824759761.904814,1128109841.269873,45535000000.0
