COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Gross domestic product (GDP), Current prices, US dollar"
"Afghanistan, Islamic Republic of",2008.0,2.0,"US dollar, Nominal (Current Prices)",-10077387.9791732,-13957784.8191679,0.0,-4696028.10251976,0.0,10297000000.0
"Afghanistan, Islamic Republic of",2008.0,3.0,"US dollar, Nominal (Current Prices)",-21440383.3256613,-99766135.8315953,0.0,-97231036.6534915,0.0,10297000000.0
"Afghanistan, Islamic Republic of",2008.0,4.0,"US dollar, Nominal (Current Prices)",-10270768.5058082,-70901668.1243827,0.0,-61433847.6402963,0.0,10297000000.0
"Afghanistan, Islamic Republic of",2009.0,1.0,"US dollar, Nominal (Current Prices)",-6163236.32288332,-305499613.674819,0.0,-300194943.85251,0.0,12066000000.0
"Afghanistan, Islamic Republic of",2009.0,2.0,"US dollar, Nominal (Current Prices)",-12915365.018237,267488650.06072,0.0,279582586.507529,0.0,12066000000.0
"Afghanistan, Islamic Republic of",2009.0,3.0,"US dollar, Nominal (Current Prices)",-25585276.9172511,-137802174.474116,0.0,-113244207.766732,0.0,12066000000.0
"Afghanistan, Islamic Republic of",2009.0,4.0,"US dollar, Nominal (Current Prices)",-11196257.2071952,-85309160.3671793,0.0,-75464860.7456281,0.0,12066000000.0
"Afghanistan, Islamic Republic of",2010.0,1.0,"US dollar, Nominal (Current Prices)",-147480869.693708,-84974301.0784149,0.0,53864516.0495856,0.0,15325000000.0
"Afghanistan, Islamic Republic of",2010.0,2.0,"US dollar, Nominal (Current Prices)",-14482607.3779303,23480535.2224729,0.0,37501931.1232514,0.0,15325000000.0
"Afghanistan, Islamic Republic of",2010.0,3.0,"US dollar, Nominal (Current Prices)",-10126862.7963528,57932698.5890954,0.0,67500963.3569707,0.0,15325000000.0
"Afghanistan, Islamic Republic of",2010.0,4.0,"US dollar, Nominal (Current Prices)",-19932139.6004629,90363787.6920666,0.0,99840165.4935731,9981996.02521271,15325000000.0
"Afghanistan, Islamic Republic of",2011.0,1.0,"US dollar, Nominal (Current Prices)",-10373974.891072,68349436.3364978,0.0,78596837.1230116,-43291.3267243962,17890000000.0
"Afghanistan, Islamic Republic of",2011.0,2.0,"US dollar, Nominal (Current Prices)",-10825159.3352938,92477171.2360839,0.0,76020324.0156972,27208077.4406562,17890000000.0
"Afghanistan, Islamic Republic of",2011.0,3.0,"US dollar, Nominal (Current Prices)",-19122588.4031683,88863832.0374654,150238.770885082,83492128.366406,24171421.7243955,17890000000.0
"Afghanistan, Islamic Republic of",2011.0,4.0,"US dollar, Nominal (Current Prices)",-10714560.9817267,35574040.1170484,-75980.1009436147,6928224.90136643,27034365.0102375,17890000000.0
"Afghanistan, Islamic Republic of",2012.0,1.0,"US dollar, Nominal (Current Prices)",-15780674.5032975,-95244225.5949571,161908.032754633,-79961738.8281678,336279.703753571,20293000000.0
"Afghanistan, Islamic Republic of",2012.0,2.0,"US dollar, Nominal (Current Prices)",-31490195.3776608,-8231362.82660896,69923.4342590578,2274261.15866293,20914647.9581296,20293000000.0
"Afghanistan, Islamic Republic of",2012.0,3.0,"US dollar, Nominal (Current Prices)",-10014751.3905901,177809506.4816,-290206.891762267,196636093.573811,-8521628.80985814,20293000000.0
"Afghanistan, Islamic Republic of",2012.0,4.0,"US dollar, Nominal (Current Prices)",-8398890.07234463,138619638.571208,0.0,133166254.155814,13852274.487739,20293000000.0
"Afghanistan, Islamic Republic of",2013.0,1.0,"US dollar, Nominal (Current Prices)",-20807312.1465378,-141855268.706422,0.0,-146825232.815963,25777276.2560795,20170000000.0
"Afghanistan, Islamic Republic of",2013.0,2.0,"US dollar, Nominal (Current Prices)",-9333727.0399905,125914338.14735,0.0,106326269.536211,28921795.6511305,20170000000.0
"Afghanistan, Islamic Republic of",2013.0,3.0,"US dollar, Nominal (Current Prices)",-9413868.11973294,49325217.078629,0.0,53557795.5366867,5181289.66167524,20170000000.0
"Afghanistan, Islamic Republic of",2013.0,4.0,"US dollar, Nominal (Current Prices)",-8219119.70332931,-117742101.887444,0.0,-116095645.299689,6572663.11557447,20170000000.0
"Afghanistan, Islamic Republic of",2014.0,1.0,"US dollar, Nominal (Current Prices)",-11855651.1894516,5714821.04693951,0.0,6919854.31324925,10650617.9231418,20616000000.0
"Afghanistan, Islamic Republic of",2014.0,2.0,"US dollar, Nominal (Current Prices)",-9722077.4547706,9456473.71361902,0.0,15412750.1211083,3765801.04728077,20616000000.0
"Afghanistan, Islamic Republic of",2014.0,3.0,"US dollar, Nominal (Current Prices)",-8336131.96958668,-887761.046200005,55101.0777528865,-8884649.23354712,16277919.0791812,20616000000.0
"Afghanistan, Islamic Republic of",2014.0,4.0,"US dollar, Nominal (Current Prices)",-13080555.5969084,-745287.277566304,-217497.485156395,38217845.4032784,17284548.2357368,20616000000.0
"Afghanistan, Islamic Republic of",2015.0,1.0,"US dollar, Nominal (Current Prices)",-18015906.8870691,-49423241.2123686,-355346.635495821,-39628924.0078244,15043551.9880433,20057000000.0
"Afghanistan, Islamic Republic of",2015.0,2.0,"US dollar, Nominal (Current Prices)",-32637513.9801467,25513861.5331702,395059.422475618,24985126.6627989,36013145.129344,20057000000.0
"Afghanistan, Islamic Republic of",2015.0,3.0,"US dollar, Nominal (Current Prices)",-77739330.1548468,33877393.1306365,-569651.066348967,98505462.273071,15583915.1299897,20057000000.0
"Afghanistan, Islamic Republic of",2015.0,4.0,"US dollar, Nominal (Current Prices)",-38590803.8896226,461990.337957069,237080.298116861,27916741.4768779,14038701.8124755,20057000000.0
"Afghanistan, Islamic Republic of",2016.0,1.0,"US dollar, Nominal (Current Prices)",-15453435.7279435,84796513.1561757,-455099.129301474,85370249.8407551,18618119.3671302,18020000000.0
"Afghanistan, Islamic Republic of",2016.0,2.0,"US dollar, Nominal (Current Prices)",-17300840.575721,-73851988.7780104,-401205.066761793,-92942532.9315964,39014365.2075454,18020000000.0
"Afghanistan, Islamic Republic of",2016.0,3.0,"US dollar, Nominal (Current Prices)",-19671154.7852914,19202484.5377382,237796.707092499,18732184.0353698,20971012.2157244,18020000000.0
"Afghanistan, Islamic Republic of",2016.0,4.0,"US dollar, Nominal (Current Prices)",-27159837.6602828,11912335.3602836,861778.656375898,18856528.1929766,20866264.6723858,18020000000.0
"Afghanistan, Islamic Republic of",2017.0,1.0,"US dollar, Nominal (Current Prices)",-4977658.16214254,14617797.1901763,-64200.3121011263,-11564564.6460588,36587874.2625274,18883000000.0
"Afghanistan, Islamic Republic of",2017.0,2.0,"US dollar, Nominal (Current Prices)",-13755654.669829,-28090958.7933698,-161439.159332748,20728525.2948244,-30286126.3768163,18883000000.0
"Afghanistan, Islamic Republic of",2017.0,3.0,"US dollar, Nominal (Current Prices)",-9539504.09649986,-153933889.820821,87767.7337505757,-133010588.918332,-11820704.1079168,18883000000.0
"Afghanistan, Islamic Republic of",2017.0,4.0,"US dollar, Nominal (Current Prices)",-12000344.0717639,34533535.7464036,205911.45931179,73725750.0807611,-24052695.6460632,18883000000.0
"Afghanistan, Islamic Republic of",2018.0,1.0,"US dollar, Nominal (Current Prices)",-43312964.8180606,15968532.5373769,103229.352532459,20958934.1714342,44074995.2425756,18336000000.0
"Afghanistan, Islamic Republic of",2018.0,2.0,"US dollar, Nominal (Current Prices)",-49751486.8492201,-21932676.4286887,0.0,39059316.2895121,-11240505.8689808,18336000000.0
"Afghanistan, Islamic Republic of",2018.0,3.0,"US dollar, Nominal (Current Prices)",5937909.14053589,192328183.733015,0.0,79592203.4052258,106798071.187253,18336000000.0
"Afghanistan, Islamic Republic of",2018.0,4.0,"US dollar, Nominal (Current Prices)",6495138.45460952,123960689.483815,0.0,114393911.105847,3071639.92335795,18336000000.0
"Afghanistan, Islamic Republic of",2019.0,1.0,"US dollar, Nominal (Current Prices)",1706313.81139938,-79294136.1701274,0.0,-70874811.0269539,-16459362.4037293,18876000000.0
"Afghanistan, Islamic Republic of",2019.0,2.0,"US dollar, Nominal (Current Prices)",-6281912.29708333,-302729.1545633,0.0,-9442425.75183952,15421608.8943595,18876000000.0
"Afghanistan, Islamic Republic of",2019.0,3.0,"US dollar, Nominal (Current Prices)",9042308.15598747,-91634766.2457857,0.0,-73032900.5083147,-33741187.9231607,18876000000.0
"Afghanistan, Islamic Republic of",2019.0,4.0,"US dollar, Nominal (Current Prices)",-1550216.74090069,150394695.935869,133867.002820564,124243492.156276,20155445.8061321,18876000000.0
"Afghanistan, Islamic Republic of",2020.0,1.0,"US dollar, Nominal (Current Prices)",2910657.84950718,-37956561.7135299,-136553.101824166,-22531844.6560838,-18198821.8051295,20136000000.0
"Afghanistan, Islamic Republic of",2020.0,2.0,"US dollar, Nominal (Current Prices)",-428514.723313506,-25377996.196159,-212820.76821887,-290818870.253438,41189587.7483525,20136000000.0
"Afghanistan, Islamic Republic of",2020.0,3.0,"US dollar, Nominal (Current Prices)",5336195.8480127,33556410.0576164,129110.456021326,-48625568.26681,76716672.0203924,20136000000.0
"Afghanistan, Islamic Republic of",2020.0,4.0,"US dollar, Nominal (Current Prices)",16439991.1380354,154398567.597091,424083.826405881,60454320.4790069,-39087765.1490345,20136000000.0
"Afghanistan, Islamic Republic of",2021.0,1.0,"US dollar, Nominal (Current Prices)",2547495.94856687,-118529129.511267,1206382.81004583,-93223785.9050359,-29059222.3648434,14278000000.0
Albania,1999.0,1.0,"US dollar, Nominal (Current Prices)",-15000000.0,-29000000.0,,-20800000.0,0.0,3264000000.0
Albania,1999.0,2.0,"US dollar, Nominal (Current Prices)",0.0,6400000.0,,6300000.0,0.0,3264000000.0
Albania,1999.0,3.0,"US dollar, Nominal (Current Prices)",-12800000.0,8899999.999999996,,10100000.0,0.0,3264000000.0
Albania,1999.0,4.0,"US dollar, Nominal (Current Prices)",-13400000.0,-20000000.0,,-5500000.0,0.0,3264000000.0
Albania,2000.0,1.0,"US dollar, Nominal (Current Prices)",-20000000.0,-36500000.0,,-27400000.0,0.0,3529000000.0
Albania,2000.0,2.0,"US dollar, Nominal (Current Prices)",-30000000.0,-59600000.0,,-30600000.0,0.0,3529000000.0
Albania,2000.0,3.0,"US dollar, Nominal (Current Prices)",-63000000.0,-21200000.0,,32500000.0,7300000.0,3529000000.0
Albania,2000.0,4.0,"US dollar, Nominal (Current Prices)",-30000000.0,-71100000.0,,-56500000.0,17700000.0,3529000000.0
Albania,2001.0,1.0,"US dollar, Nominal (Current Prices)",-66600000.0,-31800000.0,,29400000.0,1800000.0,3974000000.0
Albania,2001.0,2.0,"US dollar, Nominal (Current Prices)",-34100000.0,-56200000.0,,-23900000.0,6300000.0,3974000000.0
Albania,2001.0,3.0,"US dollar, Nominal (Current Prices)",-54900000.0,-20800000.0,,17800000.0,13000000.0,3974000000.0
Albania,2001.0,4.0,"US dollar, Nominal (Current Prices)",-51700000.0,-1199999.999999999,,51500000.0,2400000.0,3974000000.0
Albania,2002.0,1.0,"US dollar, Nominal (Current Prices)",-22000000.0,-69850000.0,,-61980000.0,16570000.0,4408000000.0
Albania,2002.0,2.0,"US dollar, Nominal (Current Prices)",-31000000.0,-63510000.0,,-43690000.0,10180000.0,4408000000.0
Albania,2002.0,3.0,"US dollar, Nominal (Current Prices)",-41100000.0,-46180000.0,,-7170000.0,6070000.0,4408000000.0
Albania,2002.0,4.0,"US dollar, Nominal (Current Prices)",-40900000.0,-33900000.0,,4860000.0,4000000.0,4408000000.0
Albania,2003.0,1.0,"US dollar, Nominal (Current Prices)",-38016000.0,-51140844.4825098,,-29628368.4825098,12149838.0,5628000000.0
Albania,2003.0,2.0,"US dollar, Nominal (Current Prices)",-48258466.6666667,-59161944.42015937,,-2328011.75349265,-5449801.0,5628000000.0
Albania,2003.0,3.0,"US dollar, Nominal (Current Prices)",-41986934.0,-19959237.36839285,,3445051.63160715,14172854.0,5628000000.0
Albania,2003.0,4.0,"US dollar, Nominal (Current Prices)",-49775000.0,-70387418.0856902,,-18122151.0856902,1612127.0,5628000000.0
Albania,2004.0,1.0,"US dollar, Nominal (Current Prices)",-35000000.0,-30948206.43084097,,-3233164.741413,1295141.0,7263000000.0
Albania,2004.0,2.0,"US dollar, Nominal (Current Prices)",-165776344.216531,-224585938.443225,,-50650407.2266933,-4000000.0,7263000000.0
Albania,2004.0,3.0,"US dollar, Nominal (Current Prices)",-71859312.5375623,15595125.74990795,,202169769.28747,-119767256.0,7263000000.0
Albania,2004.0,4.0,"US dollar, Nominal (Current Prices)",-55045553.4173144,-156342633.5815574,,-222917404.164362,126113441.0,7263000000.0
Albania,2005.0,1.0,"US dollar, Nominal (Current Prices)",-55486752.7212932,-34018572.03481948,,-38959273.1153655,55178506.0475131,8148000000.0
Albania,2005.0,2.0,"US dollar, Nominal (Current Prices)",-63355926.6127319,-150461162.5189959,,-90679979.3168884,6901228.87540731,8148000000.0
Albania,2005.0,3.0,"US dollar, Nominal (Current Prices)",-65093298.6787845,22739352.65978005,,134449027.356409,-50219065.0194491,8148000000.0
Albania,2005.0,4.0,"US dollar, Nominal (Current Prices)",-74481510.6976644,-230854618.6322045,,-147628587.102851,-6196108.88137369,8148000000.0
Albania,2006.0,1.0,"US dollar, Nominal (Current Prices)",-68494277.526778,-79622397.4010047,,-6359045.73197175,-5693030.39617542,9002000000.0
Albania,2006.0,2.0,"US dollar, Nominal (Current Prices)",-81783087.8313862,-125913101.7668921,,-45410764.8481975,3923128.55250971,9002000000.0
Albania,2006.0,3.0,"US dollar, Nominal (Current Prices)",-96209040.7227752,-15650317.45047777,,107703338.820396,-27417741.8817174,9002000000.0
Albania,2006.0,4.0,"US dollar, Nominal (Current Prices)",-68151910.7227572,-302167675.9630348,,-226372173.793466,-4969443.9359313,9002000000.0
Albania,2007.0,1.0,"US dollar, Nominal (Current Prices)",-119689325.301613,-158915664.5385905,,-58652179.6891448,-23990000.0,10804000000.0
Albania,2007.0,2.0,"US dollar, Nominal (Current Prices)",-75363128.8299415,-165180957.5068621,,-119782654.683744,,10804000000.0
Albania,2007.0,3.0,"US dollar, Nominal (Current Prices)",-308078575.905858,-334887010.2660107,,-99634254.7342205,26140000.0,10804000000.0
Albania,2007.0,4.0,"US dollar, Nominal (Current Prices)",-144234253.769078,-198859917.0736188,,-92699040.7399721,-27960000.0,10804000000.0
Albania,2008.0,1.0,"US dollar, Nominal (Current Prices)",-137225383.5806496,-258815789.4838793,0.0,-96700240.29032572,-20502188.16129099,13035000000.0
Albania,2008.0,2.0,"US dollar, Nominal (Current Prices)",-215866523.2499999,-622135505.9999996,0.0,-391443586.1249998,-15215949.74999999,13035000000.0
Albania,2008.0,3.0,"US dollar, Nominal (Current Prices)",-220410578.409087,-299409221.3636311,0.0,-83739464.54545306,5839488.181818078,13035000000.0
Albania,2008.0,4.0,"US dollar, Nominal (Current Prices)",-307741689.8437501,-1025366315.625,0.0,-773492592.5156252,58213920.51562501,13035000000.0
Albania,2009.0,1.0,"US dollar, Nominal (Current Prices)",-161684965.3968232,-335134759.460313,0.0,-158297528.5714265,-13510661.49206331,12187000000.0
Albania,2009.0,2.0,"US dollar, Nominal (Current Prices)",-441359608.5322517,-605405737.85483,0.0,-139576891.983869,-22056393.32258033,12187000000.0
Albania,2009.0,3.0,"US dollar, Nominal (Current Prices)",-246684624.9545376,-271452679.8339496,0.0,-38918586.68181694,19523657.04545392,12187000000.0
Albania,2009.0,4.0,"US dollar, Nominal (Current Prices)",-101032188.7384632,-79321204.93846275,0.0,22449955.3384619,280809.1846153891,12187000000.0
Albania,2010.0,1.0,"US dollar, Nominal (Current Prices)",-205140563.301582,-123784089.3968223,0.0,55454608.25396683,28612365.20634847,12079000000.0
Albania,2010.0,2.0,"US dollar, Nominal (Current Prices)",-216904452.9682552,-207335699.4920647,0.0,-21374028.34920647,28998533.11111127,12079000000.0
Albania,2010.0,3.0,"US dollar, Nominal (Current Prices)",-311618178.5151531,-200524238.6666677,0.0,96040420.515152,17209555.12121221,12079000000.0
Albania,2010.0,4.0,"US dollar, Nominal (Current Prices)",-309848483.2727279,-515653507.7575769,0.0,185267986.666667,-392485611.6363644,12079000000.0
Albania,2011.0,1.0,"US dollar, Nominal (Current Prices)",-130533516.3437499,-336032833.3124998,0.0,-177140903.7031249,-22804377.67187498,13052000000.0
Albania,2011.0,2.0,"US dollar, Nominal (Current Prices)",-230134779.809523,-250540677.6190467,4101326.428571415,5310138.428571411,-29184175.42857133,13052000000.0
Albania,2011.0,3.0,"US dollar, Nominal (Current Prices)",-202835901.0909048,-336901418.6666595,0.0,-162630372.8484814,33805983.5151508,13052000000.0
Albania,2011.0,4.0,"US dollar, Nominal (Current Prices)",-283112484.3750001,-295892990.8125001,-6727291.890625002,70454563.96875001,-75860664.26562501,13052000000.0
Albania,2012.0,1.0,"US dollar, Nominal (Current Prices)",-251297892.0769275,-307846799.6153901,-1455013.615384641,-115168915.5384636,64780876.46153961,12470000000.0
Albania,2012.0,2.0,"US dollar, Nominal (Current Prices)",-181756750.064511,-116686193.3225773,0.0,99643294.4516101,-33957655.64516034,12470000000.0
Albania,2012.0,3.0,"US dollar, Nominal (Current Prices)",-156530625.846152,-167220217.3076902,0.0,-32868930.93846115,26992781.24615352,12470000000.0
Albania,2012.0,4.0,"US dollar, Nominal (Current Prices)",-245217755.0624999,-319012596.3749999,-3306569.062499999,-56159806.31249998,-14185829.625,12470000000.0
Albania,2013.0,1.0,"US dollar, Nominal (Current Prices)",-151264849.3548428,-240486546.7742001,3037446.774193631,-117324683.2258097,30229198.54838792,12936000000.0
Albania,2013.0,2.0,"US dollar, Nominal (Current Prices)",-353348749.6190351,-474214373.0793482,1423792.603174553,-258542449.4920543,136396718.9206301,12936000000.0
Albania,2013.0,3.0,"US dollar, Nominal (Current Prices)",-406456678.9393979,-155140786.7878804,0.0,247780334.7878812,8236392.06060614,12936000000.0
Albania,2013.0,4.0,"US dollar, Nominal (Current Prices)",-314604064.5624998,-348791874.3124998,-3293570.843749998,-5906651.843749996,-24660951.93749998,12936000000.0
Albania,2014.0,1.0,"US dollar, Nominal (Current Prices)",-288951209.4603077,-281966087.5555461,0.0,-8724554.22222193,20037712.44444377,13404000000.0
Albania,2014.0,2.0,"US dollar, Nominal (Current Prices)",-185794045.4032311,-254265410.0806523,0.0,-160525177.74194,19620048.62903281,13404000000.0
Albania,2014.0,3.0,"US dollar, Nominal (Current Prices)",-321129945.3636388,-450822646.8181853,0.0,-109955126.5909099,-15880197.90909103,13404000000.0
Albania,2014.0,4.0,"US dollar, Nominal (Current Prices)",-278418990.2343751,-317162935.5468751,0.0,-169823460.9375,131404464.84375,13404000000.0
Albania,2015.0,1.0,"US dollar, Nominal (Current Prices)",-285882625.7142965,-229575482.8571516,0.0,60000891.42857368,-66667657.14285965,11525000000.0
Albania,2015.0,2.0,"US dollar, Nominal (Current Prices)",-217163639.7419285,-156429000.0645112,0.0,77346862.32257818,-56490399.16128851,11525000000.0
Albania,2015.0,3.0,"US dollar, Nominal (Current Prices)",-275767015.5,-472762512.0,0.0,-199796854.5,4802328.0,11525000000.0
Albania,2015.0,4.0,"US dollar, Nominal (Current Prices)",-131443445.0153884,-399412391.415396,0.0,-131761073.5384653,-135901197.0461577,11525000000.0
Albania,2016.0,1.0,"US dollar, Nominal (Current Prices)",-139314432.1935422,-20541219.8709668,0.0,-81812240.5161254,122475921.4838655,12003000000.0
Albania,2016.0,2.0,"US dollar, Nominal (Current Prices)",-283336450.3538499,-261530915.0769265,0.0,-11800509.76923092,-6470518.753846239,12003000000.0
Albania,2016.0,3.0,"US dollar, Nominal (Current Prices)",-337702044.3181853,-826305.30303029,0.0,292266418.939397,6387116.666666733,12003000000.0
Albania,2016.0,4.0,"US dollar, Nominal (Current Prices)",-276976051.171875,-294336281.25,0.0,-140316837.890625,123107660.15625,12003000000.0
Albania,2017.0,1.0,"US dollar, Nominal (Current Prices)",-219816676.7999952,-247884723.6923024,0.0,41942350.79999909,-146377633.0153814,13209000000.0
Albania,2017.0,2.0,"US dollar, Nominal (Current Prices)",-248960291.435486,-143596601.7580657,0.0,129290945.9838721,-23783979.32258085,13209000000.0
Albania,2017.0,3.0,"US dollar, Nominal (Current Prices)",-399578044.7692335,-306349432.2307713,0.0,57637999.46153886,36682998.23076948,13209000000.0
Albania,2017.0,4.0,"US dollar, Nominal (Current Prices)",-260567232.4285684,-495502777.8571371,0.0,-267584451.2857111,32801965.99999961,13209000000.0
Albania,2018.0,1.0,"US dollar, Nominal (Current Prices)",-356865491.4285757,-176269328.5714308,0.0,174560720.7142878,6822139.285714368,15337000000.0
Albania,2018.0,2.0,"US dollar, Nominal (Current Prices)",-259959392.0952431,-337525422.0952447,0.0,-206437639.9047659,129026503.6666692,15337000000.0
Albania,2018.0,3.0,"US dollar, Nominal (Current Prices)",-312506530.430759,-200391193.1076857,0.0,97555810.06153528,15187494.0923072,15337000000.0
Albania,2018.0,4.0,"US dollar, Nominal (Current Prices)",-279588991.875,-627354552.3750002,0.0,-110637113.625,-231706737.5,15337000000.0
Albania,2019.0,1.0,"US dollar, Nominal (Current Prices)",-343355060.5714198,-363833019.4285623,0.0,-19978219.42857092,-204438.8571428519,15582000000.0
Albania,2019.0,2.0,"US dollar, Nominal (Current Prices)",-260552319.0000001,-357696184.0000001,0.0,932671.0000000002,-92649065.00000001,15582000000.0
Albania,2019.0,3.0,"US dollar, Nominal (Current Prices)",-282033076.4848422,-134444958.5151485,0.0,49158974.57575649,103833183.5757553,15582000000.0
Albania,2019.0,4.0,"US dollar, Nominal (Current Prices)",-275115903.1249999,-94469376.31250004,0.0,45623848.56249999,143724533.375,15582000000.0
Albania,2020.0,1.0,"US dollar, Nominal (Current Prices)",-244404796.7968749,-244603275.7656249,0.0,-16925845.390625,22196564.67187499,15271000000.0
Albania,2020.0,2.0,"US dollar, Nominal (Current Prices)",-252014286.3870953,-1070419144.129026,0.0,-715279567.6128991,-286940089.5483855,15271000000.0
Albania,2020.0,3.0,"US dollar, Nominal (Current Prices)",-261029427.4393926,-127609970.8636358,0.0,133209052.666666,12402141.53030297,15271000000.0
Albania,2020.0,4.0,"US dollar, Nominal (Current Prices)",-262199081.8461623,-72134569.96923313,0.0,6966527.01538484,195551844.8000063,15271000000.0
Albania,2021.0,1.0,"US dollar, Nominal (Current Prices)",-269379830.6666625,-397346696.2857082,0.0,-256584348.952377,144593762.7619025,18086000000.0
Albania,2021.0,2.0,"US dollar, Nominal (Current Prices)",-273087591.3333233,-31110786.66666545,0.0,154553082.4444387,99928329.11110742,18086000000.0
Albania,2021.0,3.0,"US dollar, Nominal (Current Prices)",-294452073.530307,-206844738.1957634,0.0,-61674736.72727355,171585907.4545477,18086000000.0
Albania,2021.0,4.0,"US dollar, Nominal (Current Prices)",-331725387.0151638,-1242669440.757622,0.0,-389953718.5909235,-508754609.5454733,18086000000.0
Albania,2022.0,1.0,"US dollar, Nominal (Current Prices)",-299646763.9375,-222463662.09375,0.0,-54143704.78125,153311820.375,19185000000.0
Albania,2022.0,2.0,"US dollar, Nominal (Current Prices)",-301062400.2857197,-245295908.571433,0.0,-15022245.09523837,82361508.19047768,19185000000.0
Albania,2022.0,3.0,"US dollar, Nominal (Current Prices)",-298050269.7878771,-155162559.7878779,0.0,82913136.30302982,80385665.18181771,19185000000.0
Albania,2022.0,4.0,"US dollar, Nominal (Current Prices)",-351089065.5624998,-303930894.1249999,0.0,-226871523.3124999,284969655.7499999,19185000000.0
Albania,2023.0,1.0,"US dollar, Nominal (Current Prices)",-279400072.4000119,-162860874.0307761,0.0,121528676.9846206,16084362.24615453,23388000000.0
Albania,2023.0,2.0,"US dollar, Nominal (Current Prices)",-333103123.5000109,-654600928.5161506,0.0,24190448.09677499,-334180915.7419464,23388000000.0
Albania,2023.0,3.0,"US dollar, Nominal (Current Prices)",-379973866.9230904,39847732.07692464,0.0,123537765.3846198,340332938.1538583,23388000000.0
Albania,2023.0,4.0,"US dollar, Nominal (Current Prices)",-365728597.9365165,-418064620.4762002,0.0,-344764086.0317541,327153896.0317537,23388000000.0
Albania,2024.0,1.0,"US dollar, Nominal (Current Prices)",-306767486.3174598,-193248423.9365076,0.0,-14777565.17460315,172922485.6507934,27259000000.0
Albania,2024.0,2.0,"US dollar, Nominal (Current Prices)",-350126983.7460445,-263128212.9523905,0.0,168064828.3809585,-46094274.47619215,27259000000.0
Albania,2024.0,3.0,"US dollar, Nominal (Current Prices)",-388462820.3636523,-7325964.18181854,0.0,296212785.6363758,129802465.8181871,27259000000.0
Albania,2024.0,4.0,"US dollar, Nominal (Current Prices)",-408338284.8750001,-628502786.375,0.0,-385042206.0000001,194208760.25,27259000000.0
Albania,2025.0,1.0,"US dollar, Nominal (Current Prices)",-310935275.0000088,-994820296.0317744,0.0,-52311884.52381101,-587406373.4127151,28372000000.0
Algeria,2014.0,1.0,"US dollar, Nominal (Current Prices)",-408684524.3349997,-814621080.8709852,,-405936556.5359853,,238943000000.0
Algeria,2014.0,2.0,"US dollar, Nominal (Current Prices)",-344879167.3850632,-719559875.170006,,-374680707.7849451,,238943000000.0
Algeria,2014.0,3.0,"US dollar, Nominal (Current Prices)",-363725346.950598,-225939756.960252,,137785589.9903527,,238943000000.0
Algeria,2014.0,4.0,"US dollar, Nominal (Current Prices)",-403488080.5601304,-1992002924.499687,,-1588514843.939558,,238943000000.0
Algeria,2015.0,1.0,"US dollar, Nominal (Current Prices)",2070505479.545626,2681334732.712947,,610829253.1673298,,187494000000.0
Algeria,2015.0,2.0,"US dollar, Nominal (Current Prices)",-787795516.629702,-2080046358.778253,,-1292250842.148548,,187494000000.0
Algeria,2015.0,3.0,"US dollar, Nominal (Current Prices)",-259629567.0744057,-423291218.071424,,-163661650.9970204,,187494000000.0
Algeria,2015.0,4.0,"US dollar, Nominal (Current Prices)",-384165180.4959281,-32593153.11676,,351572027.3791687,,187494000000.0
Algeria,2016.0,1.0,"US dollar, Nominal (Current Prices)",-343206788.3935623,-86966122.211243,,256240666.1823258,,180764000000.0
Algeria,2016.0,2.0,"US dollar, Nominal (Current Prices)",-493122667.0624047,168939523.212834,,662062190.275243,,180764000000.0
Algeria,2016.0,3.0,"US dollar, Nominal (Current Prices)",-428021245.2529244,-20875355.239395,,407145890.0135324,,180764000000.0
Algeria,2016.0,4.0,"US dollar, Nominal (Current Prices)",-327372371.344817,31586725.206058,,358959096.5508754,,180764000000.0
Algeria,2017.0,1.0,"US dollar, Nominal (Current Prices)",-272659476.4091316,-24244171.77766,,248415304.6314641,,190004000000.0
Algeria,2017.0,2.0,"US dollar, Nominal (Current Prices)",-335675100.8795465,-1044471670.946495,,-708796570.0669425,,190004000000.0
Algeria,2017.0,3.0,"US dollar, Nominal (Current Prices)",-294054154.5031128,239114060.59267,,533168215.0957871,,190004000000.0
Algeria,2017.0,4.0,"US dollar, Nominal (Current Prices)",-336421143.9771017,494872751.130385,,831293895.1074871,,190004000000.0
Algeria,2018.0,1.0,"US dollar, Nominal (Current Prices)",-347121260.8477866,-61993741.614327,,285127519.2334571,,194507000000.0
Algeria,2018.0,2.0,"US dollar, Nominal (Current Prices)",-259397359.9417069,284285616.948284,,543682976.8899863,,194507000000.0
Algeria,2018.0,3.0,"US dollar, Nominal (Current Prices)",-359217610.6428856,-1227374030.786144,,-868156420.1432519,,194507000000.0
Algeria,2018.0,4.0,"US dollar, Nominal (Current Prices)",345831691.4962776,225439500.025833,,-120392191.4704478,,194507000000.0
