COUNTRY,GROUP,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank_PGDP","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank_PGDP","Assets - Other investment, Debt instruments_PGDP","Liabilities - Portfolio investment, Equity and investment fund shares_PGDP","Liabilities - Portfolio investment, Total financial assets/liabilities_PGDP","Assets - Portfolio investment, Equity and investment fund shares_PGDP","Liabilities - Portfolio investment, Debt securities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP","Liabilities - Direct investment, Total financial assets/liabilities_PGDP","Assets - Portfolio investment, Debt securities_PGDP","Assets - Direct investment, Total financial assets/liabilities_PGDP","Assets - Portfolio investment, Total financial assets/liabilities_PGDP"
Portugal,Eurozone,2004,1,"US dollar, Nominal (Current Prices), % of GDP",18.261026910235824,11.954832801538332,29.23348776519314,-1.114411186712873,4.584402417378074,1.1962755155946243,5.698813604090947,0.5915357957907194,-1.605597160003381,2.701522853097794,1.7825297417800694,3.29569943369115,2.978805257374694
Portugal,Eurozone,2004,2,"US dollar, Nominal (Current Prices), % of GDP",-2.9756290212154513,4.199989635280196,-2.517448332769842,0.49636241146141485,5.6967132152818865,1.2574514423970924,5.197805354576959,0.26727206766122896,5.403986664271828,7.068709830107345,9.843248436311386,7.335981897134647,11.100699879553714
Portugal,Eurozone,2004,3,"US dollar, Nominal (Current Prices), % of GDP",-10.217661305046065,-7.385016763164567,-8.629624484405376,1.9108085333023412,0.9424933982757164,0.12652651098808218,-0.9683151350266249,0.5267634335643648,3.132176690474178,2.4324076198123574,3.9507257522610093,2.959171052742794,4.077252263122306
Portugal,Eurozone,2004,4,"US dollar, Nominal (Current Prices), % of GDP",-1.7165643673400388,-1.4505791539176738,-14.110926891217987,14.031405540529118,18.939792468937537,1.1352358596061196,4.908386928408419,10.655861233200913,-8.426521247147324,-6.951263052573747,9.375293246555659,3.7073402945651255,10.51052910573916
Portugal,Eurozone,2005,1,"US dollar, Nominal (Current Prices), % of GDP",3.2981243637358575,1.7354353014496133,2.519437467002427,0.760083455156235,1.6769673434230328,1.1959355064525772,0.9142262537557698,-1.5945806752025455,5.833507636183074,4.467483524267466,6.311881840061206,2.8729028500782823,7.507817345703096
Portugal,Eurozone,2005,2,"US dollar, Nominal (Current Prices), % of GDP",-2.121040132142296,7.54487922052259,1.6896854004043314,-0.10209579459169145,12.009017838196623,-0.9418337050004307,12.11111363325446,1.5773800264487263,-6.388644345698029,2.904625355309759,6.559654802571911,4.482005382974519,5.620373492498594
Portugal,Eurozone,2005,3,"US dollar, Nominal (Current Prices), % of GDP",11.266916218338798,12.943231598627907,6.954978126599211,4.0993081175296275,13.541562459022208,2.9743472038832,9.44225434149258,-2.4032132020692836,-1.8172445512076731,3.5603158545421376,8.749970703728662,1.157102653080871,11.724317907611862
Portugal,Eurozone,2005,4,"US dollar, Nominal (Current Prices), % of GDP",-9.728071468309663,-2.9889915070200597,-6.662006854374934,5.778074636076671,15.643432580574878,4.45578911143426,9.865357944498209,1.1392368916159565,0.014451207926511049,-4.106551586670247,11.20450321286158,-2.9673146942436017,15.660292322269118
Portugal,Eurozone,2006,1,"US dollar, Nominal (Current Prices), % of GDP",10.755619198436534,27.94065222951903,17.138960556026575,-2.4694846388557576,-4.432172057844391,2.241425890107153,-1.9626874189886332,-1.6885561946093013,15.300668818347726,3.7917646601234867,8.627070872312196,2.103208466855394,10.868496760503337
Portugal,Eurozone,2006,2,"US dollar, Nominal (Current Prices), % of GDP",-7.391541228259256,7.27582238380587,-5.096450801132363,-0.7859238228264046,6.415163473154283,3.008689971116125,7.203498106501506,1.104150646797626,4.640807849899649,7.150460302634038,8.049692160159411,8.25461094904846,11.055971323053932
