COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q1,2079365067.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q2,-1833488815.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q3,-2425796509.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q4,4354020305.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q1,5057294324.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q2,1721867325.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q3,-247879563.6,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q4,-4129139879.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q1,-3188782505.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q2,-569868514.3,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q3,-4061521212.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q4,4117264416.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q1,2949351923.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q2,5847123876.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q3,-4468374255.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q4,-3742258162.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q1,-1862086935.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q2,-4194310137.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q3,-14712950512.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q4,352493739.1,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q1,1117619505.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q2,878857524.2,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q3,3113738305.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q4,-3078268945.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2015-Q1,-2070976714.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2015-Q2,-784742387.1,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2015-Q3,-7018958100.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2015-Q4,-1179606618.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2016-Q1,-1972574226.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2016-Q2,-848055773.8,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2016-Q3,198759924.2,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2016-Q4,-3658703555.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2017-Q1,2569354975.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2017-Q2,-3505877582.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2017-Q3,-722383730.8,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2017-Q4,-3157748486.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2018-Q1,-3612660786.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2018-Q2,843575257.1,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2018-Q3,-605871701.5,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2018-Q4,705392925.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2019-Q1,128342171.4,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2019-Q2,-343852200.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2019-Q3,1721286873.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2019-Q4,-1713800475.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2020-Q1,1592242394.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2020-Q2,-906462819.4,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2020-Q3,572766197.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2020-Q4,-851729501.5,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2021-Q1,-371093066.7,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2021-Q2,-101290933.3,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2021-Q3,1013766697.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2021-Q4,-1080631841.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2022-Q1,1199080597.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2022-Q2,307684538.1,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2022-Q3,1438946706.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2022-Q4,1169514487.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2023-Q1,-60088344.62,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2023-Q2,-94715075.81,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2023-Q3,-614967730.8,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2023-Q4,-571954888.9,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2024-Q1,536378927.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2024-Q2,-962585409.5,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2024-Q3,75785836.36,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2024-Q4,-243535350.0,Millions
Portugal,"Assets, Net acquisition of financial assets","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2025-Q1,2008919484.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,1999-Q1,33648428.57,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,1999-Q2,2918134882.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,1999-Q3,4779366867.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,1999-Q4,-730748750.8,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2000-Q1,4655068440.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2000-Q2,5144722708.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2000-Q3,2703947285.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2000-Q4,5723844063.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2001-Q1,5026909078.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2001-Q2,2717892766.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2001-Q3,95258972.31,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2001-Q4,6645633130.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2002-Q1,2457100758.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2002-Q2,7722660754.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2002-Q3,61976345.45,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2002-Q4,-1785860787.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2003-Q1,4554398076.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2003-Q2,10039557568.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2003-Q3,6618091406.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2003-Q4,-1792990794.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2004-Q1,5657505075.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2004-Q2,1987603095.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2004-Q3,-3494885333.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2004-Q4,-686472078.8,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2005-Q1,856276793.5,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2005-Q2,3722699994.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2005-Q3,6386287545.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2005-Q4,-1474790827.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2006-Q1,14582715360.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2006-Q2,3797379029.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2006-Q3,5699930137.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2006-Q4,6720537389.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2007-Q1,1832199141.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2007-Q2,6580265042.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2007-Q3,4914187158.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2007-Q4,6906962050.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2008-Q1,648462196.8,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2008-Q2,-45304162.5,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2008-Q3,-7457387614.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2008-Q4,-19166969573.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q1,639704415.9,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q2,-2712745532.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q3,-1220049777.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2009-Q4,-2379488354.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q1,7495361016.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q2,-12350426963.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q3,-9578221264.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2010-Q4,-1784766382.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q1,-3336525323.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q2,-9562566357.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q3,-8455027636.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2011-Q4,-12967899939.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q1,-5518565154.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q2,-5083396979.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q3,-6566284720.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2012-Q4,-2724353569.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q1,-3156303387.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q2,-3887345676.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q3,-18493480952.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2013-Q4,849251325.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q1,-1579185403.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q2,2173150040.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q3,-9480398618.0,Millions
Portugal,"Liabilities, Net incurrence of liabilities","Other investment, Debt instruments, Deposit taking corporations, except the Central Bank",US dollar,Quarterly,2014-Q4,3112013672.0,Millions
